,BusId,RouteAccess,BusStops,Capacity,Speed,Direction,Source,Destination,Zone
399,400,24A-D,"['24A-D-00', '24A-D-01', '24A-D-02', '24A-D-03', '24A-D-04', '24A-D-05', '24A-D-06', '24A-D-07', '24A-D-08', '24A-D-09', '24A-D-10', '24A-D-11', '24A-D-12', '24A-D-13', '24A-D-14', '24A-D-15', '24A-D-16', '24A-D-17', '24A-D-18', '24A-D-19', '24A-D-20', '24A-D-21', '24A-D-22', '24A-D-23', '24A-D-24', '24A-D-25', '24A-D-26', '24A-D-27', '24A-D-28', '24A-D-29', '24A-D-30', '24A-D-31', '24A-D-32', '24A-D-33', '24A-D-34', '24A-D-35', '24A-D-36', '24A-D-37', '24A-D-38']",50,80,Down,24A-D-00,24A-D-38,Zone 4
400,401,24A-U,"['24A-U-00', '24A-U-01', '24A-U-02', '24A-U-03', '24A-U-04', '24A-U-05', '24A-U-06', '24A-U-07', '24A-U-08', '24A-U-09', '24A-U-10', '24A-U-11', '24A-U-12', '24A-U-13', '24A-U-14', '24A-U-15', '24A-U-16', '24A-U-17', '24A-U-18', '24A-U-19', '24A-U-20', '24A-U-21', '24A-U-22', '24A-U-23', '24A-U-24', '24A-U-25', '24A-U-26', '24A-U-27', '24A-U-28', '24A-U-29', '24A-U-30', '24A-U-31', '24A-U-32', '24A-U-33', '24A-U-34', '24A-U-35']",50,80,Up,24A-U-00,24A-U-35,Zone 4
401,402,24B-D,"['24B-D-00', '24B-D-01', '24B-D-02', '24B-D-03', '24B-D-04', '24B-D-05', '24B-D-06', '24B-D-07', '24B-D-08', '24B-D-09', '24B-D-10', '24B-D-11', '24B-D-12', '24B-D-13', '24B-D-14', '24B-D-15', '24B-D-16', '24B-D-17', '24B-D-18', '24B-D-19', '24B-D-20', '24B-D-21', '24B-D-22', '24B-D-23', '24B-D-24', '24B-D-25', '24B-D-26', '24B-D-27', '24B-D-28', '24B-D-29', '24B-D-30', '24B-D-31', '24B-D-32', '24B-D-33', '24B-D-34', '24B-D-35', '24B-D-36', '24B-D-37', '24B-D-38', '24B-D-39', '24B-D-40', '24B-D-41', '24B-D-42', '24B-D-43', '24B-D-44', '24B-D-45']",50,80,Down,24B-D-00,24B-D-45,Zone 4
402,403,24B-U,"['24B-U-00', '24B-U-01', '24B-U-02', '24B-U-03', '24B-U-04', '24B-U-05', '24B-U-06', '24B-U-07', '24B-U-08', '24B-U-09', '24B-U-10', '24B-U-11', '24B-U-12', '24B-U-13', '24B-U-14', '24B-U-15', '24B-U-16', '24B-U-17', '24B-U-18', '24B-U-19', '24B-U-20', '24B-U-21', '24B-U-22', '24B-U-23', '24B-U-24', '24B-U-25', '24B-U-26', '24B-U-27', '24B-U-28', '24B-U-29', '24B-U-30', '24B-U-31', '24B-U-32', '24B-U-33', '24B-U-34', '24B-U-35', '24B-U-36', '24B-U-37', '24B-U-38', '24B-U-39', '24B-U-40', '24B-U-41', '24B-U-42']",50,80,Up,24B-U-00,24B-U-42,Zone 4
403,404,252-D,"['252-D-00', '252-D-01', '252-D-02', '252-D-03', '252-D-04', '252-D-05', '252-D-06', '252-D-07', '252-D-08', '252-D-09', '252-D-10', '252-D-11', '252-D-12', '252-D-13', '252-D-14', '252-D-15', '252-D-16', '252-D-17', '252-D-18', '252-D-19', '252-D-20', '252-D-21', '252-D-22', '252-D-23', '252-D-24', '252-D-25', '252-D-26', '252-D-27', '252-D-28', '252-D-29', '252-D-30', '252-D-31', '252-D-32', '252-D-33', '252-D-34', '252-D-35', '252-D-36', '252-D-37', '252-D-38', '252-D-39', '252-D-40', '252-D-41', '252-D-42', '252-D-43', '252-D-44', '252-D-45']",50,80,Down,252-D-00,252-D-45,Zone 4
404,405,252-U,"['252-U-00', '252-U-01', '252-U-02', '252-U-03', '252-U-04', '252-U-05', '252-U-06', '252-U-07', '252-U-08', '252-U-09', '252-U-10', '252-U-11', '252-U-12', '252-U-13', '252-U-14', '252-U-15', '252-U-16', '252-U-17', '252-U-18', '252-U-19', '252-U-20', '252-U-21', '252-U-22', '252-U-23', '252-U-24', '252-U-25', '252-U-26', '252-U-27', '252-U-28', '252-U-29', '252-U-30', '252-U-31', '252-U-32', '252-U-33', '252-U-34', '252-U-35', '252-U-36', '252-U-37', '252-U-38', '252-U-39', '252-U-40', '252-U-41', '252-U-42', '252-U-43', '252-U-44']",50,80,Up,252-U-00,252-U-44,Zone 4
405,406,252A-D,"['252A-D-00', '252A-D-01', '252A-D-02', '252A-D-03', '252A-D-04', '252A-D-05', '252A-D-06', '252A-D-07', '252A-D-08', '252A-D-09', '252A-D-10', '252A-D-11', '252A-D-12', '252A-D-13', '252A-D-14', '252A-D-15', '252A-D-16', '252A-D-17', '252A-D-18', '252A-D-19', '252A-D-20', '252A-D-21', '252A-D-22', '252A-D-23', '252A-D-24']",50,80,Down,252A-D-00,252A-D-24,Zone 4
406,407,252A-U,"['252A-U-00', '252A-U-01', '252A-U-02', '252A-U-03', '252A-U-04', '252A-U-05', '252A-U-06', '252A-U-07', '252A-U-08', '252A-U-09', '252A-U-10', '252A-U-11', '252A-U-12', '252A-U-13', '252A-U-14', '252A-U-15', '252A-U-16', '252A-U-17', '252A-U-18', '252A-U-19', '252A-U-20', '252A-U-21', '252A-U-22', '252A-U-23', '252A-U-24']",50,80,Up,252A-U-00,252A-U-24,Zone 4
407,408,256-D,"['256-D-00', '256-D-01', '256-D-02', '256-D-03', '256-D-04', '256-D-05', '256-D-06', '256-D-07', '256-D-08', '256-D-09', '256-D-10', '256-D-11', '256-D-12', '256-D-13', '256-D-14', '256-D-15', '256-D-16', '256-D-17', '256-D-18', '256-D-19', '256-D-20', '256-D-21', '256-D-22', '256-D-23', '256-D-24', '256-D-25']",50,80,Down,256-D-00,256-D-25,Zone 4
408,409,256-U,"['256-U-00', '256-U-01', '256-U-02', '256-U-03', '256-U-04', '256-U-05', '256-U-06', '256-U-07', '256-U-08', '256-U-09', '256-U-10', '256-U-11', '256-U-12', '256-U-13', '256-U-14', '256-U-15', '256-U-16', '256-U-17', '256-U-18', '256-U-19', '256-U-20', '256-U-21', '256-U-22', '256-U-23', '256-U-24']",50,80,Up,256-U-00,256-U-24,Zone 4
409,410,256B-D,"['256B-D-00', '256B-D-01', '256B-D-02', '256B-D-03', '256B-D-04', '256B-D-05', '256B-D-06', '256B-D-07', '256B-D-08', '256B-D-09', '256B-D-10', '256B-D-11', '256B-D-12', '256B-D-13', '256B-D-14', '256B-D-15', '256B-D-16', '256B-D-17', '256B-D-18', '256B-D-19', '256B-D-20', '256B-D-21']",50,80,Down,256B-D-00,256B-D-21,Zone 4
410,411,256B-U,"['256B-U-00', '256B-U-01', '256B-U-02', '256B-U-03', '256B-U-04', '256B-U-05', '256B-U-06', '256B-U-07', '256B-U-08', '256B-U-09', '256B-U-10', '256B-U-11', '256B-U-12', '256B-U-13', '256B-U-14', '256B-U-15', '256B-U-16', '256B-U-17', '256B-U-18', '256B-U-19', '256B-U-20']",50,80,Up,256B-U-00,256B-U-20,Zone 4
411,412,256S-D,"['256S-D-00', '256S-D-01', '256S-D-02', '256S-D-03', '256S-D-04', '256S-D-05', '256S-D-06', '256S-D-07', '256S-D-08', '256S-D-09', '256S-D-10', '256S-D-11', '256S-D-12', '256S-D-13', '256S-D-14', '256S-D-15', '256S-D-16']",50,80,Down,256S-D-00,256S-D-16,Zone 4
412,413,256S-U,"['256S-U-00', '256S-U-01', '256S-U-02', '256S-U-03', '256S-U-04', '256S-U-05', '256S-U-06', '256S-U-07', '256S-U-08', '256S-U-09', '256S-U-10', '256S-U-11', '256S-U-12', '256S-U-13', '256S-U-14', '256S-U-15']",50,80,Up,256S-U-00,256S-U-15,Zone 4
413,414,257-D,"['257-D-01', '257-D-02', '257-D-03', '257-D-04', '257-D-05', '257-D-06', '257-D-07', '257-D-08', '257-D-09', '257-D-10', '257-D-11', '257-D-12', '257-D-13', '257-D-14', '257-D-15', '257-D-16', '257-D-17', '257-D-18', '257-D-19', '257-D-20', '257-D-21', '257-D-22', '257-D-23', '257-D-24', '257-D-25', '257-D-26', '257-D-27', '257-D-28', '257-D-29', '257-D-30', '257-D-31', '257-D-32', '257-D-33', '257-D-34', '257-D-35', '257-D-36', '257-D-37', '257-D-38', '257-D-39', '257-D-40']",50,80,Down,257-D-01,257-D-40,Zone 4
414,415,257-U,"['257-U-00', '257-U-01', '257-U-02', '257-U-03', '257-U-04', '257-U-05', '257-U-06', '257-U-07', '257-U-08', '257-U-09', '257-U-10', '257-U-11', '257-U-12', '257-U-13', '257-U-14', '257-U-15', '257-U-16', '257-U-17', '257-U-18', '257-U-19', '257-U-20', '257-U-21', '257-U-22', '257-U-23', '257-U-24', '257-U-25', '257-U-26', '257-U-27', '257-U-28', '257-U-29', '257-U-30', '257-U-31', '257-U-32', '257-U-33', '257-U-34', '257-U-35', '257-U-36', '257-U-37', '257-U-38', '257-U-39']",50,80,Up,257-U-00,257-U-39,Zone 4
415,416,257A-D,"['257A-D-00', '257A-D-01', '257A-D-02', '257A-D-03', '257A-D-04', '257A-D-05', '257A-D-06', '257A-D-07', '257A-D-08', '257A-D-09', '257A-D-10', '257A-D-11', '257A-D-12', '257A-D-13', '257A-D-14', '257A-D-15', '257A-D-16', '257A-D-17', '257A-D-18', '257A-D-19', '257A-D-20', '257A-D-21']",50,80,Down,257A-D-00,257A-D-21,Zone 4
416,417,257A-U,"['257A-U-00', '257A-U-01', '257A-U-02', '257A-U-03', '257A-U-04', '257A-U-05', '257A-U-06', '257A-U-07', '257A-U-08', '257A-U-09', '257A-U-10', '257A-U-11', '257A-U-12', '257A-U-13', '257A-U-14', '257A-U-15', '257A-U-16', '257A-U-17', '257A-U-18', '257A-U-19', '257A-U-20', '257A-U-21']",50,80,Up,257A-U-00,257A-U-21,Zone 4
417,418,26-D,"['26-D-00', '26-D-01', '26-D-02', '26-D-03', '26-D-04', '26-D-05', '26-D-06', '26-D-07', '26-D-08', '26-D-09', '26-D-10', '26-D-11', '26-D-12', '26-D-13', '26-D-14', '26-D-15', '26-D-16', '26-D-17', '26-D-18', '26-D-19', '26-D-20', '26-D-21', '26-D-22', '26-D-23']",50,80,Down,26-D-00,26-D-23,Zone 4
418,419,26-U,"['26-U-00', '26-U-01', '26-U-02', '26-U-03', '26-U-04', '26-U-05', '26-U-06', '26-U-07', '26-U-08', '26-U-09', '26-U-10', '26-U-11', '26-U-12', '26-U-13', '26-U-14', '26-U-15', '26-U-16', '26-U-17', '26-U-18', '26-U-19', '26-U-20', '26-U-21', '26-U-22']",50,80,Up,26-U-00,26-U-22,Zone 4
419,420,262-D,"['262-D-00', '262-D-01', '262-D-02', '262-D-03', '262-D-04', '262-D-05', '262-D-06', '262-D-07', '262-D-08', '262-D-09', '262-D-10', '262-D-11', '262-D-12', '262-D-13', '262-D-14', '262-D-15', '262-D-16', '262-D-17', '262-D-18', '262-D-19', '262-D-20', '262-D-21', '262-D-22', '262-D-23', '262-D-24', '262-D-25', '262-D-26', '262-D-27', '262-D-28', '262-D-29', '262-D-30', '262-D-31', '262-D-32', '262-D-33', '262-D-34', '262-D-35', '262-D-36', '262-D-37', '262-D-38', '262-D-39', '262-D-40', '262-D-41', '262-D-42', '262-D-43', '262-D-44', '262-D-45', '262-D-46', '262-D-47', '262-D-48', '262-D-49', '262-D-50', '262-D-51', '262-D-52', '262-D-53', '262-D-54']",50,80,Down,262-D-00,262-D-54,Zone 4
420,421,262-U,"['262-U-00', '262-U-01', '262-U-02', '262-U-03', '262-U-04', '262-U-05', '262-U-06', '262-U-07', '262-U-08', '262-U-09', '262-U-10', '262-U-11', '262-U-12', '262-U-13', '262-U-14', '262-U-15', '262-U-16', '262-U-17', '262-U-18', '262-U-19', '262-U-20', '262-U-21', '262-U-22', '262-U-23', '262-U-24', '262-U-25', '262-U-26', '262-U-27', '262-U-28', '262-U-29', '262-U-30', '262-U-31', '262-U-32', '262-U-33', '262-U-34', '262-U-35', '262-U-36', '262-U-37', '262-U-38', '262-U-39', '262-U-40', '262-U-41', '262-U-42', '262-U-43', '262-U-44', '262-U-45', '262-U-46', '262-U-47', '262-U-48', '262-U-49', '262-U-50', '262-U-51', '262-U-52', '262-U-53']",50,80,Up,262-U-00,262-U-53,Zone 4
421,422,262A-D,"['262A-D-00', '262A-D-01', '262A-D-02', '262A-D-03', '262A-D-04', '262A-D-05', '262A-D-06', '262A-D-07', '262A-D-08', '262A-D-09', '262A-D-10', '262A-D-11', '262A-D-12', '262A-D-13', '262A-D-14', '262A-D-15', '262A-D-16', '262A-D-17', '262A-D-18', '262A-D-19']",50,80,Down,262A-D-00,262A-D-19,Zone 4
422,423,262A-U,"['262A-U-00', '262A-U-01', '262A-U-02', '262A-U-03', '262A-U-04', '262A-U-05', '262A-U-06', '262A-U-07', '262A-U-08', '262A-U-09', '262A-U-10', '262A-U-11', '262A-U-12', '262A-U-13', '262A-U-14', '262A-U-15', '262A-U-16', '262A-U-17', '262A-U-18']",50,80,Up,262A-U-00,262A-U-18,Zone 4
423,424,264-D,"['264-D-00', '264-D-01', '264-D-02', '264-D-03', '264-D-04', '264-D-05', '264-D-06', '264-D-07', '264-D-08', '264-D-09', '264-D-10', '264-D-11', '264-D-12', '264-D-13', '264-D-14', '264-D-15', '264-D-16', '264-D-17', '264-D-18', '264-D-19', '264-D-20', '264-D-21', '264-D-22', '264-D-23', '264-D-24', '264-D-25', '264-D-26', '264-D-27', '264-D-28', '264-D-29', '264-D-30', '264-D-31', '264-D-32', '264-D-33', '264-D-34', '264-D-35', '264-D-36', '264-D-37', '264-D-38', '264-D-39', '264-D-40', '264-D-41', '264-D-42', '264-D-43', '264-D-44', '264-D-45', '264-D-46', '264-D-47', '264-D-48', '264-D-49', '264-D-50', '264-D-51', '264-D-52', '264-D-53', '264-D-54', '264-D-55', '264-D-56', '264-D-57', '264-D-58', '264-D-59', '264-D-60', '264-D-61', '264-D-62', '264-D-63', '264-D-64', '264-D-65', '264-D-66', '264-D-67', '264-D-68', '264-D-69', '264-D-70', '264-D-71']",50,80,Down,264-D-00,264-D-71,Zone 4
424,425,264-U,"['264-U-00', '264-U-01', '264-U-02', '264-U-03', '264-U-04', '264-U-05', '264-U-06', '264-U-07', '264-U-08', '264-U-09', '264-U-10', '264-U-11', '264-U-12', '264-U-13', '264-U-14', '264-U-15', '264-U-16', '264-U-17', '264-U-18', '264-U-19', '264-U-20', '264-U-21', '264-U-22', '264-U-23', '264-U-24', '264-U-25', '264-U-26', '264-U-27', '264-U-28', '264-U-29', '264-U-30', '264-U-31', '264-U-32', '264-U-33', '264-U-34', '264-U-35', '264-U-36', '264-U-37', '264-U-38', '264-U-39', '264-U-40', '264-U-41', '264-U-42', '264-U-43', '264-U-44', '264-U-45', '264-U-46', '264-U-47', '264-U-48', '264-U-49', '264-U-50', '264-U-51', '264-U-52', '264-U-53', '264-U-54', '264-U-55', '264-U-56', '264-U-57', '264-U-58', '264-U-59', '264-U-60', '264-U-61', '264-U-62', '264-U-63', '264-U-64', '264-U-65', '264-U-66', '264-U-67', '264-U-68', '264-U-69', '264-U-70']",50,80,Up,264-U-00,264-U-70,Zone 4
425,426,27-D,"['27-D-00', '27-D-01', '27-D-02', '27-D-03', '27-D-04', '27-D-05', '27-D-06', '27-D-07', '27-D-08', '27-D-09', '27-D-10', '27-D-11', '27-D-12', '27-D-13', '27-D-14', '27-D-15', '27-D-16', '27-D-17', '27-D-18', '27-D-19', '27-D-20', '27-D-21', '27-D-22', '27-D-23', '27-D-24', '27-D-25', '27-D-26']",50,80,Down,27-D-00,27-D-26,Zone 4
426,427,27-U,"['27-U-00', '27-U-01', '27-U-02', '27-U-03', '27-U-04', '27-U-05', '27-U-06', '27-U-07', '27-U-08', '27-U-09', '27-U-10', '27-U-11', '27-U-12', '27-U-13', '27-U-14', '27-U-15', '27-U-16', '27-U-17', '27-U-18', '27-U-19', '27-U-20', '27-U-21', '27-U-22', '27-U-23', '27-U-24']",50,80,Up,27-U-00,27-U-24,Zone 4
427,428,276-D,"['276-D-01', '276-D-02', '276-D-03', '276-D-04', '276-D-05', '276-D-06', '276-D-07', '276-D-08', '276-D-09', '276-D-10', '276-D-11', '276-D-12', '276-D-13', '276-D-14', '276-D-15', '276-D-16', '276-D-17', '276-D-18', '276-D-19', '276-D-20', '276-D-21', '276-D-22', '276-D-23', '276-D-24', '276-D-25', '276-D-26', '276-D-27', '276-D-28', '276-D-29', '276-D-30', '276-D-31', '276-D-32', '276-D-33', '276-D-34', '276-D-35', '276-D-36', '276-D-37', '276-D-38', '276-D-39', '276-D-40', '276-D-41', '276-D-42', '276-D-43', '276-D-44', '276-D-45', '276-D-46', '276-D-47', '276-D-48', '276-D-49', '276-D-50']",50,80,Down,276-D-01,276-D-50,Zone 4
428,429,276-U,"['276-U-01', '276-U-02', '276-U-03', '276-U-04', '276-U-05', '276-U-06', '276-U-07', '276-U-08', '276-U-09', '276-U-10', '276-U-11', '276-U-12', '276-U-13', '276-U-14', '276-U-15', '276-U-16', '276-U-17', '276-U-18', '276-U-19', '276-U-20', '276-U-21', '276-U-22', '276-U-23', '276-U-24', '276-U-25', '276-U-26', '276-U-27', '276-U-28', '276-U-29', '276-U-30', '276-U-31', '276-U-32', '276-U-33', '276-U-34', '276-U-35', '276-U-36', '276-U-37', '276-U-38', '276-U-39', '276-U-40', '276-U-41', '276-U-42', '276-U-43', '276-U-44', '276-U-45', '276-U-46', '276-U-47', '276-U-48', '276-U-49']",50,80,Up,276-U-01,276-U-49,Zone 4
429,430,277-D,"['277-D-00', '277-D-01', '277-D-02', '277-D-03', '277-D-04', '277-D-05', '277-D-06', '277-D-07', '277-D-08', '277-D-09', '277-D-10', '277-D-11', '277-D-12', '277-D-13', '277-D-14', '277-D-15', '277-D-16', '277-D-17', '277-D-18', '277-D-19', '277-D-20', '277-D-21', '277-D-22', '277-D-23', '277-D-24', '277-D-25', '277-D-26', '277-D-27', '277-D-28', '277-D-29', '277-D-30', '277-D-31', '277-D-32', '277-D-33', '277-D-34', '277-D-35', '277-D-36', '277-D-37', '277-D-38', '277-D-39', '277-D-40', '277-D-41', '277-D-42', '277-D-43', '277-D-44', '277-D-45', '277-D-46', '277-D-47', '277-D-48', '277-D-49', '277-D-50', '277-D-51', '277-D-52']",50,80,Down,277-D-00,277-D-52,Zone 4
430,431,277-U,"['277-U-00', '277-U-01', '277-U-02', '277-U-03', '277-U-04', '277-U-05', '277-U-06', '277-U-07', '277-U-08', '277-U-09', '277-U-10', '277-U-11', '277-U-12', '277-U-13', '277-U-14', '277-U-15', '277-U-16', '277-U-17', '277-U-18', '277-U-19', '277-U-20', '277-U-21', '277-U-22', '277-U-23', '277-U-24', '277-U-25', '277-U-26', '277-U-27', '277-U-28', '277-U-29', '277-U-30', '277-U-31', '277-U-32', '277-U-33', '277-U-34', '277-U-35', '277-U-36', '277-U-37', '277-U-38', '277-U-39', '277-U-40', '277-U-41', '277-U-42', '277-U-43', '277-U-44', '277-U-45', '277-U-46', '277-U-47', '277-U-48', '277-U-49', '277-U-50', '277-U-51', '277-U-52']",50,80,Up,277-U-00,277-U-52,Zone 4
431,432,277A-D,"['277A-D-00', '277A-D-01', '277A-D-02', '277A-D-03', '277A-D-04', '277A-D-05', '277A-D-06', '277A-D-07', '277A-D-08', '277A-D-09', '277A-D-10', '277A-D-11', '277A-D-12', '277A-D-13', '277A-D-14', '277A-D-15', '277A-D-16', '277A-D-17', '277A-D-18', '277A-D-19']",50,80,Down,277A-D-00,277A-D-19,Zone 4
432,433,277A-U,"['277A-U-00', '277A-U-01', '277A-U-02', '277A-U-03', '277A-U-04', '277A-U-05', '277A-U-06', '277A-U-07', '277A-U-08', '277A-U-09', '277A-U-10', '277A-U-11', '277A-U-12', '277A-U-13', '277A-U-14', '277A-U-15', '277A-U-16', '277A-U-17', '277A-U-18', '277A-U-19']",50,80,Up,277A-U-00,277A-U-19,Zone 4
433,434,279-D,"['279-D-00', '279-D-01', '279-D-02', '279-D-03', '279-D-04', '279-D-05', '279-D-06', '279-D-07', '279-D-08', '279-D-09', '279-D-10', '279-D-11', '279-D-12', '279-D-13', '279-D-14', '279-D-15', '279-D-16', '279-D-17', '279-D-18', '279-D-19', '279-D-20', '279-D-21', '279-D-22', '279-D-23', '279-D-24', '279-D-25', '279-D-26', '279-D-27', '279-D-28', '279-D-29', '279-D-30', '279-D-31', '279-D-32', '279-D-33', '279-D-34', '279-D-35', '279-D-36', '279-D-37', '279-D-38', '279-D-39', '279-D-40', '279-D-41', '279-D-42', '279-D-43', '279-D-44', '279-D-45', '279-D-46', '279-D-47', '279-D-48', '279-D-49', '279-D-50', '279-D-51', '279-D-52', '279-D-53', '279-D-54', '279-D-55', '279-D-56', '279-D-57', '279-D-58', '279-D-59', '279-D-60', '279-D-61', '279-D-62', '279-D-63', '279-D-64', '279-D-65', '279-D-66', '279-D-67']",50,80,Down,279-D-00,279-D-67,Zone 4
434,435,279-U,"['279-U-00', '279-U-01', '279-U-02', '279-U-03', '279-U-04', '279-U-05', '279-U-06', '279-U-07', '279-U-08', '279-U-09', '279-U-10', '279-U-11', '279-U-12', '279-U-13', '279-U-14', '279-U-15', '279-U-16', '279-U-17', '279-U-18', '279-U-19', '279-U-20', '279-U-21', '279-U-22', '279-U-23', '279-U-24', '279-U-25', '279-U-26', '279-U-27', '279-U-28', '279-U-29', '279-U-30', '279-U-31', '279-U-32', '279-U-33', '279-U-34', '279-U-35', '279-U-36', '279-U-37', '279-U-38', '279-U-39', '279-U-40', '279-U-41', '279-U-42', '279-U-43', '279-U-44', '279-U-45', '279-U-46', '279-U-47', '279-U-48', '279-U-49', '279-U-50', '279-U-51', '279-U-52', '279-U-53', '279-U-54', '279-U-55', '279-U-56', '279-U-57', '279-U-58', '279-U-59', '279-U-60', '279-U-61', '279-U-62', '279-U-63', '279-U-64', '279-U-65', '279-U-66', '279-U-67']",50,80,Up,279-U-00,279-U-67,Zone 4
435,436,279A-U,"['279A-U-00', '279A-U-01', '279A-U-02', '279A-U-03', '279A-U-04', '279A-U-05', '279A-U-06', '279A-U-07', '279A-U-08', '279A-U-09', '279A-U-10', '279A-U-11', '279A-U-12', '279A-U-13', '279A-U-14', '279A-U-15', '279A-U-16', '279A-U-17', '279A-U-18', '279A-U-19', '279A-U-20', '279A-U-21', '279A-U-22', '279A-U-23', '279A-U-24', '279A-U-25', '279A-U-26', '279A-U-27', '279A-U-28', '279A-U-29', '279A-U-30', '279A-U-31', '279A-U-32', '279A-U-33', '279A-U-34', '279A-U-35', '279A-U-36', '279A-U-37', '279A-U-38', '279A-U-39', '279A-U-40', '279A-U-41', '279A-U-42', '279A-U-43', '279A-U-44', '279A-U-45', '279A-U-46', '279A-U-47', '279A-U-48', '279A-U-49', '279A-U-50', '279A-U-51']",50,80,Up,279A-U-00,279A-U-51,Zone 4
436,437,279B-U,"['279B-U-00', '279B-U-01', '279B-U-02', '279B-U-03', '279B-U-04', '279B-U-05', '279B-U-06', '279B-U-07', '279B-U-08', '279B-U-09', '279B-U-10', '279B-U-11', '279B-U-12', '279B-U-13', '279B-U-14', '279B-U-15', '279B-U-16']",50,80,Up,279B-U-00,279B-U-16,Zone 4
437,438,28-D,"['28-D-00', '28-D-01', '28-D-02', '28-D-03', '28-D-04', '28-D-05', '28-D-06', '28-D-07', '28-D-08', '28-D-09', '28-D-10', '28-D-11', '28-D-12', '28-D-13', '28-D-14', '28-D-15', '28-D-16', '28-D-17', '28-D-18', '28-D-19', '28-D-20', '28-D-21', '28-D-22', '28-D-23', '28-D-24', '28-D-25', '28-D-26', '28-D-27', '28-D-28', '28-D-29', '28-D-30', '28-D-31']",50,80,Down,28-D-00,28-D-31,Zone 4
438,439,28-U,"['28-U-00', '28-U-01', '28-U-02', '28-U-03', '28-U-04', '28-U-05', '28-U-06', '28-U-07', '28-U-08', '28-U-09', '28-U-10', '28-U-11', '28-U-12', '28-U-13', '28-U-14', '28-U-15', '28-U-16', '28-U-17', '28-U-18', '28-U-19', '28-U-20', '28-U-21', '28-U-22', '28-U-23', '28-U-24', '28-U-25', '28-U-26', '28-U-27', '28-U-28', '28-U-29', '28-U-30']",50,80,Up,28-U-00,28-U-30,Zone 4
439,440,280-D,"['280-D-00', '280-D-01', '280-D-02', '280-D-03', '280-D-04', '280-D-05', '280-D-06', '280-D-07', '280-D-08', '280-D-09', '280-D-10', '280-D-11', '280-D-12', '280-D-13', '280-D-14', '280-D-15', '280-D-16', '280-D-17', '280-D-18', '280-D-19', '280-D-20', '280-D-21', '280-D-22']",50,80,Down,280-D-00,280-D-22,Zone 4
440,441,280-U,"['280-U-00', '280-U-01', '280-U-02', '280-U-03', '280-U-04', '280-U-05', '280-U-06', '280-U-07', '280-U-08', '280-U-09', '280-U-10', '280-U-11', '280-U-12', '280-U-13', '280-U-14', '280-U-15', '280-U-16', '280-U-17', '280-U-18', '280-U-19', '280-U-20', '280-U-21', '280-U-22', '280-U-23', '280-U-24', '280-U-25']",50,80,Up,280-U-00,280-U-25,Zone 4
441,442,281-D,"['281-D-00', '281-D-01', '281-D-02', '281-D-03', '281-D-04', '281-D-05', '281-D-06', '281-D-07', '281-D-08', '281-D-09', '281-D-10', '281-D-11', '281-D-12', '281-D-13', '281-D-14', '281-D-15', '281-D-16', '281-D-17', '281-D-18', '281-D-19', '281-D-20', '281-D-21', '281-D-22', '281-D-23', '281-D-24', '281-D-25', '281-D-26', '281-D-27', '281-D-28', '281-D-29', '281-D-30', '281-D-31', '281-D-32', '281-D-33', '281-D-34', '281-D-35', '281-D-36', '281-D-37', '281-D-38', '281-D-39', '281-D-40', '281-D-41', '281-D-42', '281-D-43', '281-D-44', '281-D-45', '281-D-46', '281-D-47', '281-D-48', '281-D-49', '281-D-50', '281-D-51', '281-D-52', '281-D-53', '281-D-54', '281-D-55', '281-D-56']",50,80,Down,281-D-00,281-D-56,Zone 1
442,443,281-U,"['281-U-00', '281-U-01', '281-U-02', '281-U-03', '281-U-04', '281-U-05', '281-U-06', '281-U-07', '281-U-08', '281-U-09', '281-U-10', '281-U-11', '281-U-12', '281-U-13', '281-U-14', '281-U-15', '281-U-16', '281-U-17', '281-U-18', '281-U-19', '281-U-20', '281-U-21', '281-U-22', '281-U-23', '281-U-24', '281-U-25', '281-U-26', '281-U-27', '281-U-28', '281-U-29', '281-U-30', '281-U-31', '281-U-32', '281-U-33', '281-U-34', '281-U-35', '281-U-36', '281-U-37', '281-U-38', '281-U-39', '281-U-40', '281-U-41', '281-U-42', '281-U-43', '281-U-44', '281-U-45', '281-U-46', '281-U-47', '281-U-48', '281-U-49', '281-U-50', '281-U-51', '281-U-52', '281-U-53', '281-U-54', '281-U-55', '281-U-56', '281-U-57']",50,80,Up,281-U-00,281-U-57,Zone 1
443,444,282-D,"['282-D-00', '282-D-01', '282-D-02', '282-D-03', '282-D-04', '282-D-05', '282-D-06', '282-D-07', '282-D-08', '282-D-09', '282-D-10', '282-D-11', '282-D-12', '282-D-13', '282-D-14', '282-D-15', '282-D-16', '282-D-17', '282-D-18', '282-D-19', '282-D-20', '282-D-21', '282-D-22', '282-D-23', '282-D-24', '282-D-25', '282-D-26', '282-D-27', '282-D-28', '282-D-29', '282-D-30', '282-D-31', '282-D-32', '282-D-33', '282-D-34', '282-D-35', '282-D-36', '282-D-37', '282-D-38', '282-D-39', '282-D-40', '282-D-41', '282-D-42', '282-D-43', '282-D-44', '282-D-45', '282-D-46', '282-D-47', '282-D-48']",50,80,Down,282-D-00,282-D-48,Zone 1
