,BusId,RouteAccess,BusStops,Capacity,Speed,Direction,Source,Destination,Zone
110,111,135-NGT-U,"['135-NGT-U-00', '135-NGT-U-01', '135-NGT-U-02', '135-NGT-U-03', '135-NGT-U-04', '135-NGT-U-05', '135-NGT-U-06', '135-NGT-U-07', '135-NGT-U-08', '135-NGT-U-09', '135-NGT-U-10', '135-NGT-U-11', '135-NGT-U-12', '135-NGT-U-13', '135-NGT-U-14', '135-NGT-U-15', '135-NGT-U-16', '135-NGT-U-17', '135-NGT-U-18', '135-NGT-U-19', '135-NGT-U-20', '135-NGT-U-21', '135-NGT-U-22', '135-NGT-U-23', '135-NGT-U-24']",50,80,Up,135-NGT-U-00,135-NGT-U-24,Zone 1
111,112,135-U,"['135-U-00', '135-U-01', '135-U-02', '135-U-03', '135-U-04', '135-U-05', '135-U-06', '135-U-07', '135-U-08', '135-U-09', '135-U-10', '135-U-11', '135-U-12', '135-U-13', '135-U-14', '135-U-15', '135-U-16', '135-U-17', '135-U-18', '135-U-19', '135-U-20', '135-U-21', '135-U-22', '135-U-23', '135-U-24', '135-U-25', '135-U-26', '135-U-27', '135-U-28', '135-U-29', '135-U-30', '135-U-31', '135-U-32', '135-U-33', '135-U-34', '135-U-35', '135-U-36']",50,80,Up,135-U-00,135-U-36,Zone 1
112,113,135A-D,"['135A-D-00', '135A-D-01', '135A-D-02', '135A-D-03', '135A-D-04', '135A-D-05', '135A-D-06', '135A-D-07', '135A-D-08', '135A-D-09', '135A-D-10', '135A-D-11', '135A-D-12']",50,80,Down,135A-D-00,135A-D-12,Zone 1
113,114,135A-U,"['135A-U-00', '135A-U-01', '135A-U-02', '135A-U-03', '135A-U-04', '135A-U-05', '135A-U-06', '135A-U-07', '135A-U-08', '135A-U-09', '135A-U-10', '135A-U-11', '135A-U-12']",50,80,Up,135A-U-00,135A-U-12,Zone 1
114,115,136-D,"['136-D-00', '136-D-01', '136-D-02', '136-D-03', '136-D-04', '136-D-05', '136-D-06', '136-D-07', '136-D-08', '136-D-09', '136-D-10', '136-D-11', '136-D-12', '136-D-13', '136-D-14', '136-D-15', '136-D-16', '136-D-17', '136-D-18', '136-D-19', '136-D-20', '136-D-21', '136-D-22', '136-D-23', '136-D-24', '136-D-25', '136-D-26', '136-D-27', '136-D-28', '136-D-29', '136-D-30', '136-D-31', '136-D-32', '136-D-33', '136-D-34', '136-D-35', '136-D-36']",50,80,Down,136-D-00,136-D-36,Zone 1
115,116,136-U,"['136-U-00', '136-U-01', '136-U-02', '136-U-03', '136-U-04', '136-U-05', '136-U-06', '136-U-07', '136-U-08', '136-U-09', '136-U-10', '136-U-11', '136-U-12', '136-U-13', '136-U-14', '136-U-15', '136-U-16', '136-U-17', '136-U-18', '136-U-19', '136-U-20', '136-U-21', '136-U-22', '136-U-23', '136-U-24', '136-U-25', '136-U-26', '136-U-27', '136-U-28', '136-U-29', '136-U-30', '136-U-31', '136-U-32', '136-U-33']",50,80,Up,136-U-00,136-U-33,Zone 1
116,117,136A-D,"['136A-D-00', '136A-D-01', '136A-D-02', '136A-D-03', '136A-D-04', '136A-D-05', '136A-D-06', '136A-D-07', '136A-D-08', '136A-D-09', '136A-D-10']",50,80,Down,136A-D-00,136A-D-10,Zone 1
117,118,136A-U,"['136A-U-00', '136A-U-01', '136A-U-02', '136A-U-03', '136A-U-04', '136A-U-05', '136A-U-06', '136A-U-07', '136A-U-08', '136A-U-09', '136A-U-10']",50,80,Up,136A-U-00,136A-U-10,Zone 1
118,119,139-D,"['139-D-00', '139-D-01', '139-D-02', '139-D-03', '139-D-04', '139-D-05', '139-D-06', '139-D-07', '139-D-08', '139-D-09', '139-D-10', '139-D-11', '139-D-12', '139-D-13', '139-D-14', '139-D-15', '139-D-16', '139-D-17', '139-D-18', '139-D-19', '139-D-20', '139-D-21', '139-D-22', '139-D-23', '139-D-24', '139-D-25', '139-D-26', '139-D-27', '139-D-28', '139-D-29', '139-D-30', '139-D-31', '139-D-32', '139-D-33', '139-D-34', '139-D-35', '139-D-36', '139-D-37', '139-D-38', '139-D-39', '139-D-40', '139-D-41', '139-D-42', '139-D-43', '139-D-44', '139-D-45', '139-D-46', '139-D-47', '139-D-48', '139-D-49', '139-D-50', '139-D-51', '139-D-52', '139-D-53', '139-D-54', '139-D-55', '139-D-56', '139-D-57', '139-D-58']",50,80,Down,139-D-00,139-D-58,Zone 1
119,120,139-U,"['139-U-00', '139-U-01', '139-U-02', '139-U-03', '139-U-04', '139-U-05', '139-U-06', '139-U-07', '139-U-08', '139-U-09', '139-U-10', '139-U-11', '139-U-12', '139-U-13', '139-U-14', '139-U-15', '139-U-16', '139-U-17', '139-U-18', '139-U-19', '139-U-20', '139-U-21', '139-U-22', '139-U-23', '139-U-24', '139-U-25', '139-U-26', '139-U-27', '139-U-28', '139-U-29', '139-U-30', '139-U-31', '139-U-32', '139-U-33', '139-U-34', '139-U-35', '139-U-36', '139-U-37', '139-U-38', '139-U-39', '139-U-40', '139-U-41', '139-U-42', '139-U-43', '139-U-44', '139-U-45', '139-U-46', '139-U-47', '139-U-48', '139-U-49', '139-U-50', '139-U-51', '139-U-52', '139-U-53', '139-U-54', '139-U-55', '139-U-56', '139-U-57', '139-U-58', '139-U-59']",50,80,Up,139-U-00,139-U-59,Zone 1
120,121,139A-D,"['139A-D-00', '139A-D-01', '139A-D-02', '139A-D-03', '139A-D-04', '139A-D-05', '139A-D-06', '139A-D-07', '139A-D-08', '139A-D-09', '139A-D-10', '139A-D-11', '139A-D-12', '139A-D-13', '139A-D-14', '139A-D-15', '139A-D-16', '139A-D-17', '139A-D-18', '139A-D-19', '139A-D-20', '139A-D-21', '139A-D-22', '139A-D-23', '139A-D-24', '139A-D-25', '139A-D-26', '139A-D-27', '139A-D-28', '139A-D-29', '139A-D-30', '139A-D-31', '139A-D-32', '139A-D-33', '139A-D-34', '139A-D-35', '139A-D-36', '139A-D-37', '139A-D-38', '139A-D-39', '139A-D-40', '139A-D-41', '139A-D-42', '139A-D-43', '139A-D-44', '139A-D-45', '139A-D-46', '139A-D-47', '139A-D-48', '139A-D-49', '139A-D-50', '139A-D-51', '139A-D-52', '139A-D-53', '139A-D-54', '139A-D-55', '139A-D-56', '139A-D-57']",50,80,Down,139A-D-00,139A-D-57,Zone 1
121,122,139A-U,"['139A-U-00', '139A-U-01', '139A-U-02', '139A-U-03', '139A-U-04', '139A-U-05', '139A-U-06', '139A-U-07', '139A-U-08', '139A-U-09', '139A-U-10', '139A-U-11', '139A-U-12', '139A-U-13', '139A-U-14', '139A-U-15', '139A-U-16', '139A-U-17', '139A-U-18', '139A-U-19', '139A-U-20', '139A-U-21', '139A-U-22', '139A-U-23', '139A-U-24', '139A-U-25', '139A-U-26', '139A-U-27', '139A-U-28', '139A-U-29', '139A-U-30', '139A-U-31', '139A-U-32', '139A-U-33', '139A-U-34', '139A-U-35', '139A-U-36', '139A-U-37', '139A-U-38', '139A-U-39', '139A-U-40', '139A-U-41', '139A-U-42', '139A-U-43', '139A-U-44', '139A-U-45', '139A-U-46', '139A-U-47', '139A-U-48', '139A-U-49', '139A-U-50', '139A-U-51', '139A-U-52', '139A-U-53', '139A-U-54', '139A-U-55', '139A-U-56', '139A-U-57', '139A-U-58']",50,80,Up,139A-U-00,139A-U-58,Zone 1
122,123,139S-D,"['139S-D-00', '139S-D-01', '139S-D-02', '139S-D-03', '139S-D-04', '139S-D-05', '139S-D-06', '139S-D-07', '139S-D-08', '139S-D-09', '139S-D-10', '139S-D-11', '139S-D-12', '139S-D-13', '139S-D-14', '139S-D-15', '139S-D-16', '139S-D-17', '139S-D-18', '139S-D-19', '139S-D-20', '139S-D-21', '139S-D-22', '139S-D-23', '139S-D-24', '139S-D-25', '139S-D-26', '139S-D-27', '139S-D-28', '139S-D-29', '139S-D-30', '139S-D-31', '139S-D-32', '139S-D-33', '139S-D-34', '139S-D-35', '139S-D-36', '139S-D-37', '139S-D-38', '139S-D-39', '139S-D-40', '139S-D-41', '139S-D-42', '139S-D-43', '139S-D-44', '139S-D-45', '139S-D-46', '139S-D-47', '139S-D-48', '139S-D-49', '139S-D-50', '139S-D-51', '139S-D-52']",50,80,Down,139S-D-00,139S-D-52,Zone 1
123,124,139S-U,"['139S-U-00', '139S-U-01', '139S-U-02', '139S-U-03', '139S-U-04', '139S-U-05', '139S-U-06', '139S-U-07', '139S-U-08', '139S-U-09', '139S-U-10', '139S-U-11', '139S-U-12', '139S-U-13', '139S-U-14', '139S-U-15', '139S-U-16', '139S-U-17', '139S-U-18', '139S-U-19', '139S-U-20', '139S-U-21', '139S-U-22', '139S-U-23', '139S-U-24', '139S-U-25', '139S-U-26', '139S-U-27', '139S-U-28', '139S-U-29', '139S-U-30', '139S-U-31', '139S-U-32', '139S-U-33', '139S-U-34', '139S-U-35', '139S-U-36', '139S-U-37', '139S-U-38', '139S-U-39', '139S-U-40', '139S-U-41', '139S-U-42', '139S-U-43', '139S-U-44', '139S-U-45', '139S-U-46', '139S-U-47', '139S-U-48', '139S-U-49', '139S-U-50', '139S-U-51', '139S-U-52', '139S-U-53']",50,80,Up,139S-U-00,139S-U-53,Zone 1
124,125,13A-D,"['13A-D-00', '13A-D-01', '13A-D-02', '13A-D-03', '13A-D-04', '13A-D-05', '13A-D-06', '13A-D-07', '13A-D-08', '13A-D-09', '13A-D-10', '13A-D-11', '13A-D-12', '13A-D-13', '13A-D-14', '13A-D-15', '13A-D-16', '13A-D-17', '13A-D-18', '13A-D-19', '13A-D-20', '13A-D-21', '13A-D-22', '13A-D-23', '13A-D-24', '13A-D-25', '13A-D-26', '13A-D-27', '13A-D-28']",50,80,Down,13A-D-00,13A-D-28,Zone 1
125,126,13A-U,"['13A-U-00', '13A-U-01', '13A-U-02', '13A-U-03', '13A-U-04', '13A-U-05', '13A-U-06', '13A-U-07', '13A-U-08', '13A-U-09', '13A-U-10', '13A-U-11', '13A-U-12', '13A-U-13', '13A-U-14', '13A-U-15', '13A-U-16', '13A-U-17', '13A-U-18', '13A-U-19', '13A-U-20', '13A-U-21', '13A-U-22', '13A-U-23', '13A-U-24', '13A-U-25', '13A-U-26', '13A-U-27', '13A-U-28']",50,80,Up,13A-U-00,13A-U-28,Zone 1
126,127,13B-D,"['13B-D-00', '13B-D-01', '13B-D-02', '13B-D-03', '13B-D-04', '13B-D-05', '13B-D-06', '13B-D-07', '13B-D-08', '13B-D-09', '13B-D-10', '13B-D-11', '13B-D-12', '13B-D-13', '13B-D-14', '13B-D-15', '13B-D-16', '13B-D-17', '13B-D-18', '13B-D-19', '13B-D-20', '13B-D-21', '13B-D-22', '13B-D-23', '13B-D-24', '13B-D-25', '13B-D-26', '13B-D-27', '13B-D-28', '13B-D-29', '13B-D-30', '13B-D-31', '13B-D-32', '13B-D-33', '13B-D-34', '13B-D-35', '13B-D-36']",50,80,Down,13B-D-00,13B-D-36,Zone 1
127,128,13B-U,"['13B-U-00', '13B-U-01', '13B-U-02', '13B-U-03', '13B-U-04', '13B-U-05', '13B-U-06', '13B-U-07', '13B-U-08', '13B-U-09', '13B-U-10', '13B-U-11', '13B-U-12', '13B-U-13', '13B-U-14', '13B-U-15', '13B-U-16', '13B-U-17', '13B-U-18', '13B-U-19', '13B-U-20', '13B-U-21', '13B-U-22', '13B-U-23', '13B-U-24', '13B-U-25', '13B-U-26', '13B-U-27', '13B-U-28', '13B-U-29', '13B-U-30', '13B-U-31', '13B-U-32', '13B-U-33', '13B-U-34', '13B-U-35']",50,80,Up,13B-U-00,13B-U-35,Zone 1
128,129,13C-U,"['13C-U-00', '13C-U-01', '13C-U-02', '13C-U-03', '13C-U-04', '13C-U-05', '13C-U-06', '13C-U-07', '13C-U-08', '13C-U-09', '13C-U-10', '13C-U-11', '13C-U-12', '13C-U-13', '13C-U-14', '13C-U-15', '13C-U-16', '13C-U-17', '13C-U-18', '13C-U-19', '13C-U-20', '13C-U-21', '13C-U-22', '13C-U-23', '13C-U-24', '13C-U-25', '13C-U-26', '13C-U-27', '13C-U-28', '13C-U-29']",50,80,Up,13C-U-00,13C-U-29,Zone 1
129,130,13L-D,"['13L-D-00', '13L-D-01', '13L-D-02', '13L-D-03', '13L-D-04', '13L-D-05', '13L-D-06', '13L-D-07', '13L-D-08', '13L-D-09', '13L-D-10', '13L-D-11', '13L-D-12', '13L-D-13', '13L-D-14', '13L-D-15', '13L-D-16', '13L-D-17', '13L-D-18', '13L-D-19', '13L-D-20', '13L-D-21', '13L-D-22', '13L-D-23', '13L-D-24']",50,80,Down,13L-D-00,13L-D-24,Zone 1
130,131,13L-U,"['13L-U-00', '13L-U-01', '13L-U-02', '13L-U-03', '13L-U-04', '13L-U-05', '13L-U-06', '13L-U-07', '13L-U-08', '13L-U-09', '13L-U-10', '13L-U-11', '13L-U-12', '13L-U-13', '13L-U-14', '13L-U-15', '13L-U-16', '13L-U-17', '13L-U-18', '13L-U-19', '13L-U-20', '13L-U-21', '13L-U-22', '13L-U-23']",50,80,Up,13L-U-00,13L-U-23,Zone 1
131,132,14-D,"['14-D-01', '14-D-02', '14-D-03', '14-D-04', '14-D-05', '14-D-06', '14-D-07', '14-D-08', '14-D-09', '14-D-10', '14-D-11', '14-D-12', '14-D-13', '14-D-14', '14-D-15', '14-D-16', '14-D-17', '14-D-18', '14-D-19', '14-D-20', '14-D-21', '14-D-22', '14-D-23', '14-D-24', '14-D-25', '14-D-26', '14-D-27', '14-D-28', '14-D-29', '14-D-30', '14-D-31', '14-D-32', '14-D-33', '14-D-34', '14-D-35', '14-D-36', '14-D-37', '14-D-38', '14-D-39', '14-D-40', '14-D-41', '14-D-42', '14-D-43', '14-D-44', '14-D-45', '14-D-46', '14-D-47', '14-D-48', '14-D-49', '14-D-50', '14-D-51', '14-D-52', '14-D-53', '14-D-54', '14-D-55', '14-D-56', '14-D-57', '14-D-58', '14-D-59', '14-D-60', '14-D-61', '14-D-62', '14-D-63', '14-D-64', '14-D-65', '14-D-66', '14-D-67']",50,80,Down,14-D-01,14-D-67,Zone 1
132,133,14-U,"['14-U-01', '14-U-02', '14-U-03', '14-U-04', '14-U-05', '14-U-06', '14-U-07', '14-U-08', '14-U-09', '14-U-10', '14-U-11', '14-U-12', '14-U-13', '14-U-14', '14-U-15', '14-U-16', '14-U-17', '14-U-18', '14-U-19', '14-U-20', '14-U-21', '14-U-22', '14-U-23', '14-U-24', '14-U-25', '14-U-26', '14-U-27', '14-U-28', '14-U-29', '14-U-30', '14-U-31', '14-U-32', '14-U-33', '14-U-34', '14-U-35', '14-U-36', '14-U-37', '14-U-38', '14-U-39', '14-U-40', '14-U-41', '14-U-42', '14-U-43', '14-U-44', '14-U-45', '14-U-46', '14-U-47', '14-U-48', '14-U-49', '14-U-50', '14-U-51', '14-U-52', '14-U-53', '14-U-54', '14-U-55', '14-U-56', '14-U-57', '14-U-58', '14-U-59', '14-U-60', '14-U-61', '14-U-62', '14-U-63', '14-U-64', '14-U-65', '14-U-66']",50,80,Up,14-U-01,14-U-66,Zone 1
133,134,140-D,"['140-D-00', '140-D-01', '140-D-02', '140-D-03', '140-D-04', '140-D-05', '140-D-06', '140-D-07', '140-D-08', '140-D-09', '140-D-10', '140-D-11', '140-D-12', '140-D-13', '140-D-14', '140-D-15', '140-D-16', '140-D-17', '140-D-18', '140-D-19', '140-D-20', '140-D-21', '140-D-22', '140-D-23', '140-D-24', '140-D-25', '140-D-26', '140-D-27']",50,80,Down,140-D-00,140-D-27,Zone 1
134,135,140-U,"['140-U-00', '140-U-01', '140-U-02', '140-U-03', '140-U-04', '140-U-05', '140-U-06', '140-U-07', '140-U-08', '140-U-09', '140-U-10', '140-U-11', '140-U-12', '140-U-13', '140-U-14', '140-U-15', '140-U-16', '140-U-17', '140-U-18', '140-U-19', '140-U-20', '140-U-21', '140-U-22', '140-U-23', '140-U-24', '140-U-25']",50,80,Up,140-U-00,140-U-25,Zone 1
135,136,141-D,"['141-D-00', '141-D-01', '141-D-02', '141-D-03', '141-D-04', '141-D-05', '141-D-06', '141-D-07', '141-D-08', '141-D-09', '141-D-10', '141-D-11', '141-D-12', '141-D-13', '141-D-14', '141-D-15', '141-D-16', '141-D-17', '141-D-18', '141-D-19', '141-D-20', '141-D-21', '141-D-22', '141-D-23', '141-D-24', '141-D-25', '141-D-26', '141-D-27', '141-D-28']",50,80,Down,141-D-00,141-D-28,Zone 1
136,137,141-U,"['141-U-00', '141-U-01', '141-U-02', '141-U-03', '141-U-04', '141-U-05', '141-U-06', '141-U-07', '141-U-08', '141-U-09', '141-U-10', '141-U-11', '141-U-12', '141-U-13', '141-U-14', '141-U-15', '141-U-16', '141-U-17', '141-U-18', '141-U-19', '141-U-20', '141-U-21', '141-U-22', '141-U-23', '141-U-24', '141-U-25']",50,80,Up,141-U-00,141-U-25,Zone 2
137,138,142-D,"['142-D-00', '142-D-01', '142-D-02', '142-D-03', '142-D-04', '142-D-05', '142-D-06', '142-D-07', '142-D-08', '142-D-09', '142-D-10', '142-D-11', '142-D-12', '142-D-13', '142-D-14', '142-D-15', '142-D-16', '142-D-17', '142-D-18', '142-D-19', '142-D-20', '142-D-21', '142-D-22', '142-D-23', '142-D-24', '142-D-25', '142-D-26', '142-D-27', '142-D-28', '142-D-29', '142-D-30', '142-D-31', '142-D-32', '142-D-33', '142-D-34', '142-D-35', '142-D-36', '142-D-37', '142-D-38', '142-D-39', '142-D-40', '142-D-41', '142-D-42', '142-D-43', '142-D-44', '142-D-45', '142-D-46', '142-D-47', '142-D-48', '142-D-49', '142-D-50', '142-D-51', '142-D-52', '142-D-53']",50,80,Down,142-D-00,142-D-53,Zone 2
138,139,142-U,"['142-U-00', '142-U-01', '142-U-02', '142-U-03', '142-U-04', '142-U-05', '142-U-06', '142-U-07', '142-U-08', '142-U-09', '142-U-10', '142-U-11', '142-U-12', '142-U-13', '142-U-14', '142-U-15', '142-U-16', '142-U-17', '142-U-18', '142-U-19', '142-U-20', '142-U-21', '142-U-22', '142-U-23', '142-U-24', '142-U-25', '142-U-26', '142-U-27', '142-U-28', '142-U-29', '142-U-30', '142-U-31', '142-U-32', '142-U-33', '142-U-34', '142-U-35', '142-U-36', '142-U-37', '142-U-38', '142-U-39', '142-U-40', '142-U-41', '142-U-42', '142-U-43', '142-U-44', '142-U-45', '142-U-46', '142-U-47', '142-U-48', '142-U-49', '142-U-50', '142-U-51', '142-U-52', '142-U-53', '142-U-54', '142-U-55']",50,80,Up,142-U-00,142-U-55,Zone 2
139,140,143-D,"['143-D-00', '143-D-01', '143-D-02', '143-D-03', '143-D-04', '143-D-05', '143-D-06', '143-D-07', '143-D-08', '143-D-09', '143-D-10', '143-D-11', '143-D-12', '143-D-13', '143-D-14', '143-D-15', '143-D-16', '143-D-17', '143-D-18', '143-D-19', '143-D-20', '143-D-21', '143-D-22', '143-D-23', '143-D-24', '143-D-25', '143-D-26', '143-D-27', '143-D-28', '143-D-29', '143-D-30', '143-D-31', '143-D-32', '143-D-33', '143-D-34', '143-D-35']",50,80,Down,143-D-00,143-D-35,Zone 2
140,141,143-U,"['143-U-00', '143-U-01', '143-U-02', '143-U-03', '143-U-04', '143-U-05', '143-U-06', '143-U-08', '143-U-09', '143-U-10', '143-U-11', '143-U-12', '143-U-13', '143-U-14', '143-U-15', '143-U-16', '143-U-17', '143-U-18', '143-U-19', '143-U-20', '143-U-21', '143-U-22', '143-U-23', '143-U-24', '143-U-25', '143-U-26', '143-U-27', '143-U-28', '143-U-29', '143-U-30', '143-U-31', '143-U-32', '143-U-33']",50,80,Up,143-U-00,143-U-33,Zone 2
141,142,143A-D,"['143A-D-00', '143A-D-01', '143A-D-02', '143A-D-03', '143A-D-04', '143A-D-05', '143A-D-06', '143A-D-07', '143A-D-08', '143A-D-09', '143A-D-10', '143A-D-11', '143A-D-12', '143A-D-13', '143A-D-14', '143A-D-15', '143A-D-16', '143A-D-17', '143A-D-18', '143A-D-19', '143A-D-20', '143A-D-21', '143A-D-22', '143A-D-23', '143A-D-24', '143A-D-25', '143A-D-26', '143A-D-27', '143A-D-28', '143A-D-29', '143A-D-30', '143A-D-31', '143A-D-32', '143A-D-33', '143A-D-34']",50,80,Down,143A-D-00,143A-D-34,Zone 2
142,143,143A-U,"['143A-U-00', '143A-U-01', '143A-U-02', '143A-U-03', '143A-U-04', '143A-U-05', '143A-U-06', '143A-U-07', '143A-U-08', '143A-U-09', '143A-U-10', '143A-U-11', '143A-U-12', '143A-U-13', '143A-U-14', '143A-U-15', '143A-U-16', '143A-U-17', '143A-U-18', '143A-U-19', '143A-U-20', '143A-U-21', '143A-U-22', '143A-U-23', '143A-U-24', '143A-U-25', '143A-U-26', '143A-U-27', '143A-U-28', '143A-U-29', '143A-U-30', '143A-U-31']",50,80,Up,143A-U-00,143A-U-31,Zone 2
143,144,144-D,"['144-D-00', '144-D-01', '144-D-02', '144-D-03', '144-D-04', '144-D-05', '144-D-06', '144-D-07', '144-D-08', '144-D-09', '144-D-10', '144-D-11', '144-D-12', '144-D-13', '144-D-14', '144-D-15', '144-D-16', '144-D-17', '144-D-18', '144-D-19', '144-D-20', '144-D-21', '144-D-22', '144-D-23']",50,80,Down,144-D-00,144-D-23,Zone 2
144,145,144-U,"['144-U-00', '144-U-01', '144-U-02', '144-U-03', '144-U-04', '144-U-05', '144-U-06', '144-U-07', '144-U-08', '144-U-09', '144-U-10', '144-U-11', '144-U-12', '144-U-13', '144-U-14', '144-U-15', '144-U-16', '144-U-17', '144-U-18', '144-U-19', '144-U-20', '144-U-21']",50,80,Up,144-U-00,144-U-21,Zone 2
145,146,144A-D,"['144A-D-00', '144A-D-01', '144A-D-02', '144A-D-03', '144A-D-04', '144A-D-05', '144A-D-06', '144A-D-07', '144A-D-08', '144A-D-09', '144A-D-10', '144A-D-11', '144A-D-12', '144A-D-13', '144A-D-14', '144A-D-15', '144A-D-16', '144A-D-17', '144A-D-18', '144A-D-19', '144A-D-20', '144A-D-21', '144A-D-22', '144A-D-23', '144A-D-24', '144A-D-25', '144A-D-26', '144A-D-27', '144A-D-28', '144A-D-29', '144A-D-30', '144A-D-31', '144A-D-32', '144A-D-33', '144A-D-34', '144A-D-35', '144A-D-36']",50,80,Down,144A-D-00,144A-D-36,Zone 2
146,147,144A-U,"['144A-U-00', '144A-U-01', '144A-U-02', '144A-U-03', '144A-U-04', '144A-U-05', '144A-U-06', '144A-U-07', '144A-U-08', '144A-U-09', '144A-U-10', '144A-U-11', '144A-U-12', '144A-U-13', '144A-U-14', '144A-U-15', '144A-U-16', '144A-U-17', '144A-U-18', '144A-U-19', '144A-U-20', '144A-U-21', '144A-U-22', '144A-U-23', '144A-U-24', '144A-U-25', '144A-U-26', '144A-U-27', '144A-U-28', '144A-U-29', '144A-U-30', '144A-U-31', '144A-U-32']",50,80,Up,144A-U-00,144A-U-32,Zone 2
147,148,144B-D,"['144B-D-01', '144B-D-02', '144B-D-03', '144B-D-04', '144B-D-05', '144B-D-06', '144B-D-07', '144B-D-08', '144B-D-09', '144B-D-10', '144B-D-11', '144B-D-12', '144B-D-13', '144B-D-14', '144B-D-15', '144B-D-16', '144B-D-17', '144B-D-18', '144B-D-19', '144B-D-20', '144B-D-21', '144B-D-22', '144B-D-23', '144B-D-24', '144B-D-25', '144B-D-26', '144B-D-27', '144B-D-28', '144B-D-29', '144B-D-30', '144B-D-31', '144B-D-32', '144B-D-33', '144B-D-34', '144B-D-35', '144B-D-36', '144B-D-37', '144B-D-38', '144B-D-39', '144B-D-40', '144B-D-41', '144B-D-42', '144B-D-43', '144B-D-44', '144B-D-45', '144B-D-46', '144B-D-47', '144B-D-48', '144B-D-49', '144B-D-50', '144B-D-51', '144B-D-52', '144B-D-53', '144B-D-54']",50,80,Down,144B-D-01,144B-D-54,Zone 2
148,149,144B-U,"['144B-U-01', '144B-U-02', '144B-U-03', '144B-U-04', '144B-U-05', '144B-U-06', '144B-U-07', '144B-U-08', '144B-U-09', '144B-U-10', '144B-U-11', '144B-U-12', '144B-U-13', '144B-U-14', '144B-U-15', '144B-U-16', '144B-U-17', '144B-U-18', '144B-U-19', '144B-U-20', '144B-U-21', '144B-U-22', '144B-U-23', '144B-U-24', '144B-U-25', '144B-U-26', '144B-U-27', '144B-U-28', '144B-U-29', '144B-U-30', '144B-U-31', '144B-U-32', '144B-U-33', '144B-U-34', '144B-U-35', '144B-U-36', '144B-U-37', '144B-U-38', '144B-U-39', '144B-U-40', '144B-U-41', '144B-U-42', '144B-U-43', '144B-U-44', '144B-U-45', '144B-U-46', '144B-U-47', '144B-U-48', '144B-U-49', '144B-U-50', '144B-U-51', '144B-U-52', '144B-U-53']",50,80,Up,144B-U-01,144B-U-53,Zone 2
149,150,144D-D,"['144D-D-00', '144D-D-01', '144D-D-02', '144D-D-03', '144D-D-04', '144D-D-05', '144D-D-06', '144D-D-07', '144D-D-08', '144D-D-09', '144D-D-10', '144D-D-11', '144D-D-12', '144D-D-13', '144D-D-14', '144D-D-15', '144D-D-16', '144D-D-17', '144D-D-18', '144D-D-19', '144D-D-20', '144D-D-21', '144D-D-22', '144D-D-23', '144D-D-24', '144D-D-25', '144D-D-26', '144D-D-27', '144D-D-28', '144D-D-29', '144D-D-30', '144D-D-31']",50,80,Down,144D-D-00,144D-D-31,Zone 2
150,151,144D-U,"['144D-U-00', '144D-U-01', '144D-U-02', '144D-U-03', '144D-U-04', '144D-U-05', '144D-U-06', '144D-U-07', '144D-U-08', '144D-U-09', '144D-U-10', '144D-U-11', '144D-U-12', '144D-U-13', '144D-U-14', '144D-U-15', '144D-U-16', '144D-U-17', '144D-U-18', '144D-U-19', '144D-U-20', '144D-U-21', '144D-U-22', '144D-U-23', '144D-U-24', '144D-U-25', '144D-U-26', '144D-U-27', '144D-U-28', '144D-U-29', '144D-U-30']",50,80,Up,144D-U-00,144D-U-30,Zone 2
151,152,144K-D,"['144K-D-00', '144K-D-01', '144K-D-02', '144K-D-03', '144K-D-04', '144K-D-05', '144K-D-06', '144K-D-07', '144K-D-08', '144K-D-09', '144K-D-10', '144K-D-11', '144K-D-12', '144K-D-13', '144K-D-14', '144K-D-15', '144K-D-16', '144K-D-17', '144K-D-18', '144K-D-19', '144K-D-20', '144K-D-21', '144K-D-22', '144K-D-23', '144K-D-24', '144K-D-25', '144K-D-26']",50,80,Down,144K-D-00,144K-D-26,Zone 2
152,153,144K-U,"['144K-U-00', '144K-U-01', '144K-U-02', '144K-U-03', '144K-U-04', '144K-U-05', '144K-U-06', '144K-U-07', '144K-U-08', '144K-U-09', '144K-U-10', '144K-U-11', '144K-U-12', '144K-U-13', '144K-U-14', '144K-U-15', '144K-U-16', '144K-U-17', '144K-U-18', '144K-U-19', '144K-U-20', '144K-U-21', '144K-U-22', '144K-U-23', '144K-U-24']",50,80,Up,144K-U-00,144K-U-24,Zone 2
153,154,145-D,"['145-D-00', '145-D-01', '145-D-02', '145-D-03', '145-D-04', '145-D-05', '145-D-06', '145-D-07', '145-D-08', '145-D-09', '145-D-10', '145-D-11', '145-D-12', '145-D-13', '145-D-14', '145-D-15', '145-D-16', '145-D-17', '145-D-18', '145-D-19', '145-D-20', '145-D-21', '145-D-22', '145-D-23', '145-D-24', '145-D-25', '145-D-26', '145-D-27', '145-D-28', '145-D-29', '145-D-30', '145-D-31', '145-D-32', '145-D-33', '145-D-34', '145-D-35', '145-D-36', '145-D-37', '145-D-38', '145-D-39', '145-D-40']",50,80,Down,145-D-00,145-D-40,Zone 2
