ID,Direction,StopName,StopCode,Latitude,Longitude,Status,StopType,Routes,Zone
349,UP,manikbaug,118-U-14,18.47325,73.8217167,Active,Primary,"['47A-U', '60A-U', '117-NGT-U', '118B-U', '118-7-U', '118-U', '56-U']",Zone 1
350,UP,indian hume pipe,118-U-15,18.4703,73.8205167,Inactive,Secondary,"['47A-U', '60A-U', '117-NGT-U', '118B-U', '118-7-U', '118-U', '56-U']",Zone 1
351,UP,fun time,118-U-16,18.4687883,73.8198283,Active,Primary,"['47A-U', '60A-U', '117-NGT-U', '118B-U', '118-7-U', '118-U', '56-U']",Zone 1
352,UP,vadgaon bk phata,118-U-17,18.4670967,73.818225,Inactive,Secondary,"['47A-U', '60A-U', '117-NGT-U', '118B-U', '118-7-U', '118-U', '56-U']",Zone 1
353,UP,vadgaon bk,118-U-18,18.4667833,73.82325,Inactive,Secondary,"['47A-U', '118B-U', '118-7-U', '118-U', '56-U']",Zone 1
354,UP,jadhavnagar,118-U-19,18.4674667,73.8281333,Active,Primary,"['118-U', '118-7-U']",Zone 1
355,UP,brahma chaitanya,118-U-20,18.4680958,73.8329422,Inactive,Secondary,"['118-U', '118-7-U']",Zone 1
356,UP,venutai chavan college payatha,118-U-21,18.4686833,73.8329667,Active,Primary,"['118-U', '118-7-U']",Zone 1
357,UP,venutai chavan college,118-U-22,18.4692833,73.8334833,Inactive,Secondary,"['118-U', '118-7-U']",Zone 1
358,DOWN,alandi,119A-D-00,18.6745366,73.8973529,Inactive,Secondary,"['119A-D', '361-D']",Zone 3
359,DOWN,st stand alandi,119A-D-01,18.6730707,73.8929107,Inactive,Secondary,"['119A-D', '361-D']",Zone 3
360,DOWN,dehu phata,119A-D-02,18.6712501,73.8917961,Inactive,Secondary,"['119A-D', '361-D']",Zone 3
361,DOWN,kalewadi pump,119A-D-03,18.668052,73.890298,Inactive,Secondary,"['119A-D', '361-D']",Zone 3
362,DOWN,katevasti,119A-D-04,18.6664106,73.8890753,Active,Primary,"['119A-D', '361-D']",Zone 3
363,DOWN,charholi phata,119A-D-05,18.6614771,73.8866718,Active,Primary,"['252A-D', '119A-D', '361-D']",Zone 3
364,DOWN,chovisawadi,119A-D-06,18.6572634,73.8857168,Inactive,Secondary,"['252A-D', '119A-D', '361-D']",Zone 3
365,DOWN,vadmukhwadi,119A-D-07,18.6542215,73.8842863,Active,Primary,"['252A-D', '119A-D', '361-D']",Zone 3
366,DOWN,gokhalemala,119A-D-08,18.6508809,73.8823573,Active,Primary,"['252A-D', '119A-D', '361-D']",Zone 3
367,DOWN,nirma company,119A-D-09,18.6461397,73.8805802,Inactive,Secondary,"['252A-D', '119A-D', '361-D']",Zone 3
368,DOWN,sai mandir,119A-D-10,18.6405811,73.8769617,Active,Primary,"['252A-D', '119A-D', '361-D']",Zone 3
369,DOWN,moze vidyalay alandi road,119A-D-11,18.6382417,73.875045,Inactive,Secondary,"['252A-D', '119A-D', '361-D']",Zone 3
370,DOWN,magzine,119A-D-12,18.63278,73.8748767,Inactive,Secondary,"['252A-D', '119A-D', '361-D']",Zone 3
371,DOWN,telco godown,119A-D-13,18.6273036,73.8745219,Inactive,Secondary,"['252A-D', '119A-D']",Zone 3
372,DOWN,dattanagar alandi road,119A-D-14,18.6226982,73.8741607,Active,Primary,"['252A-D', '119A-D']",Zone 3
373,DOWN,parandenagar,119A-D-15,18.6178813,73.8741097,Active,Primary,"['252A-D', '119A-D']",Zone 3
374,DOWN,dighi,119A-D-16,18.6146966,73.873037,Inactive,Secondary,"['252A-D', '119A-D']",Zone 3
375,DOWN,ait college,119A-D-17,18.6067606,73.8733966,Active,Primary,"['252A-D', '119A-D']",Zone 3
376,DOWN,wireless colony,119A-D-18,18.59967,73.873145,Active,Primary,"['252A-D', '119A-D']",Zone 3
377,DOWN,ganeshnagar alandi road,119A-D-19,18.59734,73.87328,Inactive,Secondary,"['252A-D', '119A-D']",Zone 3
378,DOWN,parade ground alandi road,119A-D-20,18.59108734,73.87425232,Active,Primary,"['252A-D', '119A-D']",Zone 3
379,DOWN,mhaskevasti,119A-D-21,18.5877433,73.8751417,Active,Primary,"['252A-D', '119A-D']",Zone 3
380,DOWN,pathan baba darga,119A-D-22,18.5823798,73.8751473,Active,Primary,"['252A-D', '119A-D']",Zone 3
381,DOWN,kalas,119A-D-23,18.5799855,73.8763596,Active,Primary,"['252A-D', '119A-D']",Zone 3
382,DOWN,rd colony,119A-D-24,18.5767326,73.8766327,Active,Primary,"['252A-D', '119A-D']",Zone 3
383,DOWN,vishrantwadi,119A-D-25,18.5734828,73.8789326,Inactive,Secondary,"['29-D', '119A-D', '252A-D', '154-D']",Zone 3
384,UP,vishrantwadi,119A-U-00,18.5741787,73.8772061,Active,Primary,"['154-U', '119A-U', '29-U', '252A-U']",Zone 3
385,UP,rd colony,119A-U-01,18.5764005,73.8765117,Active,Primary,"['119A-U', '252A-U']",Zone 3
386,UP,kalas,119A-U-02,18.5799594,73.8762173,Active,Primary,"['119A-U', '252A-U']",Zone 3
387,UP,pathan baba darga,119A-U-03,18.5828324,73.8750341,Active,Primary,"['119A-U', '252A-U']",Zone 3
388,UP,mhaskevasti,119A-U-04,18.587313,73.8750881,Active,Primary,"['119A-U', '252A-U']",Zone 3
389,UP,parade ground alandi road,119A-U-05,18.59108734,73.87425232,Active,Primary,"['119A-U', '252A-U']",Zone 3
390,UP,ganeshnagar alandi road,119A-U-06,18.59508,73.87378,Inactive,Secondary,"['119A-U', '252A-U']",Zone 3
391,UP,wireless colony,119A-U-07,18.5993443,73.8730744,Active,Primary,"['119A-U', '252A-U']",Zone 3
392,UP,ait college,119A-U-08,18.6070979,73.8733286,Inactive,Secondary,"['119A-U', '252A-U']",Zone 3
393,UP,dighi,119A-U-09,18.6099266,73.8731691,Active,Primary,"['119A-U', '252A-U']",Zone 3
394,UP,parandenagar,119A-U-10,18.6178917,73.8740536,Inactive,Secondary,"['119A-U', '252A-U']",Zone 3
395,UP,dattanagar alandi road,119A-U-11,18.6220142,73.8741113,Active,Primary,"['119A-U', '252A-U']",Zone 3
396,UP,telco godown,119A-U-12,18.6270025,73.874447,Active,Primary,"['119A-U', '252A-U']",Zone 3
397,UP,magzine,119A-U-13,18.6341634,73.8748527,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
398,UP,moze vidyalay alandi road,119A-U-14,18.6380797,73.8748668,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
399,UP,sai mandir,119A-U-15,18.6415314,73.8773496,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
400,UP,nirma company,119A-U-16,18.6461644,73.8805481,Inactive,Secondary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
401,UP,gokhalemala,119A-U-17,18.6508149,73.8821844,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
402,UP,vadmukhwadi,119A-U-18,18.654116,73.8841502,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
403,UP,chovisawadi,119A-U-19,18.6568573,73.885512,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
404,UP,charholi phata,119A-U-20,18.6615346,73.8866012,Active,Primary,"['344B-U', '252A-U', '361-U', '331D-U', '119A-U']",Zone 3
405,UP,katevasti,119A-U-21,18.6665461,73.889149,Active,Primary,"['361-U', '119A-U', '344B-U']",Zone 3
406,UP,kalewadi pump,119A-U-22,18.6680304,73.8902485,Inactive,Secondary,"['361-U', '119A-U', '344B-U']",Zone 3
407,UP,dehu phata,119A-U-23,18.6710262,73.891614,Inactive,Secondary,"['361-U', '119A-U', '344B-U']",Zone 3
408,UP,st stand alandi,119A-U-24,18.6723546,73.8923832,Inactive,Secondary,"['361-U', '119A-U', '344B-U']",Zone 3
409,UP,alandi,119A-U-25,18.6744643,73.8972382,Inactive,Secondary,"['361-U', '119A-U', '344B-U']",Zone 3
410,DOWN,vadgaon sheri,132A-D-01,18.54278,73.92354,Inactive,Secondary,"['132A-D', '165-D']",Zone 3
411,DOWN,dattamandir wadgaonsheri,132A-D-02,18.54658,73.92184,Inactive,Secondary,"['132A-D', '165-D']",Zone 3
412,DOWN,khardkarnagar,132A-D-03,18.54892,73.92137,Active,Primary,['132A-D'],Zone 3
413,DOWN,tempo chowk,132A-D-04,18.550975,73.920919,Active,Primary,['132A-D'],Zone 3
414,DOWN,karan park,132A-D-05,18.555067,73.920763,Inactive,Secondary,"['132-D', '132A-D']",Zone 3
415,DOWN,somnathnagar,132A-D-06,18.556796,73.921375,Active,Primary,"['132-D', '132A-D']",Zone 3
416,DOWN,someshwar mandir,132A-D-07,18.559708,73.921204,Inactive,Secondary,"['132-D', '132A-D']",Zone 3
417,DOWN,vimannagar corner,132A-D-08,18.561537,73.918181,Active,Primary,"['133-D', '236-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
418,DOWN,vadgaon sheri phata,132A-D-09,18.5590062,73.9130363,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
419,DOWN,ramwadi jakat naka,132A-D-10,18.5549351,73.9050007,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
420,DOWN,shastrinagar nagar road,132A-D-11,18.5526375,73.8981389,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
421,DOWN,wadia bungalow,132A-D-12,18.5492462,73.8931932,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
422,DOWN,gunjan corner,132A-D-13,18.5458388,73.8891369,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
423,DOWN,yerawada,132A-D-14,18.5450261,73.8854525,Active,Primary,"['133-D', '29-D', '236-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
424,DOWN,bundgarden,132A-D-15,18.5408043,73.8836953,Active,Primary,"['133-D', '29-D', '236-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
425,DOWN,wadia college,132A-D-16,18.53597,73.88039,Inactive,Secondary,"['133-D', '169-D', '236-D', '29-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
426,DOWN,jahangir hospital,132A-D-17,18.5314398,73.876413,Active,Primary,"['133-D', '29-D', '236-D', '165-D', '134-D', '132-D', '132A-D', '5A-D', '154-D', '163-D', '166-D']",Zone 3
427,DOWN,alankar talkies,132A-D-18,18.5284583,73.87622,Active,Primary,"['133-D', '169-D', '236-D', '29-D', '165-D', '134-D', '158-D', '317B-D', '132-D', '132A-D', '5A-D', '154-D', '163-D', '166-D']",Zone 3
428,DOWN,incometax office,132A-D-19,18.525427,73.876599,Inactive,Secondary,"['144-D', '236-D', '31A-D', '3-D', '132-D', '154-D', '169-D', '165-D', '39-D', '163-D', '5-D', '133-D', '29-D', '134-D', '92-D', '132A-D', '5A-D', '158-D', '166-D', '20-D']",Zone 3
429,DOWN,gpo,132A-D-20,18.5230107,73.8762017,Active,Primary,"['144-D', '236-D', '31A-D', '3-D', '132-D', '203P-D', '154-D', '169-D', '165-D', '175-D', '39-D', '163-D', '5-D', '133-D', '29-D', '134-D', '196-D', '160-D', '92-D', '132A-D', '5A-D', '186-D', '203-NGT-D', '158-D', '168-D', '203-D', '177D-D', '166-D', '20-D']",Zone 3
430,DOWN,collector kacheri,132A-D-21,18.5243533,73.871855,Active,Primary,"['144-D', '236-D', '31A-D', '3-D', '132-D', '169-D', '165-D', '175-D', '39-D', '163-D', '5-D', '133-D', '160-D', '92-D', '170A-D', '132A-D', '5A-D', '158-D', '168-D', '170-D', '166-D']",Zone 3
431,DOWN,ambedkar bhavan,132A-D-22,18.5257933,73.867165,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D']",Zone 3
432,DOWN,gadital,132A-D-23,18.5272579,73.8641161,Active,Primary,"['133-D', '146-D', '169-D', '236-D', '165-D', '158-D', '168-D', '175-D', '160-D', '92-D', '132-D', '132A-D']",Zone 3
433,DOWN,kumbharwada,132A-D-24,18.5246619,73.8587221,Active,Primary,"['133-D', '146-D', '169-D', '236-D', '165-D', '158-D', '168-D', '175-D', '160-D', '132-D', '132A-D']",Zone 3
434,DOWN,ma na pa dengle pul 2,132A-D-25,18.5234094,73.8547111,Active,Primary,"['133-D', '146-D', '236-D', '132-D', '132A-D']",Zone 3
435,UP,ma na pa dengle pul 2,132A-U-01,18.52409,73.85551,Inactive,Secondary,"['133-U', '234-U', '132A-U', '236-U', '132-U']",Zone 3
436,UP,kumbharwada,132A-U-02,18.5247764,73.8591414,Active,Primary,"['133-U', '175-U', '158-U', '165-U', '168-U', '234-U', '158A(NEW)-U', '146-U', '132A-U', '160-U', '169-U', '132-U', '236-U']",Zone 3
437,UP,gadital,132A-U-03,18.5271266,73.8645493,Inactive,Secondary,"['133-U', '175-U', '158-U', '165-U', '168-U', '234-U', '158A(NEW)-U', '146-U', '92-U', '132A-U', '160-U', '169-U', '132-U', '236-U']",Zone 3
438,UP,sasoon hospital,132A-U-04,18.5256417,73.8720465,Active,Primary,"['3-U', '5-U', '132A-U', '132-U', '133-U', '29-U', '230-U', '20-U', '144-U', '141-U', '158-U', '165-U', '234-U', '92-U', '140-U', '236-U', '108-U', '5A-U', '144K-U', '158A(NEW)-U', '39-U', '24-NGT-U', '31A-U']",Zone 3
439,UP,pune station,132A-U-05,18.5283433,73.8741367,Inactive,Secondary,"['154-U', '177K-U', '3-U', '5-U', '135-NGT-U', '132A-U', '132-U', '196-U', '133-U', '29-U', '203-U', '230-U', '20-U', '144-U', '134-U', '141-U', '170-U', '203-NGT-U', '203P-U', '177-U', '158-U', '165-U', '234-U', '92-U', '163-U', '140-U', '236-U', '166-U', '108-U', '5A-U', '144K-U', '146-U', '158A(NEW)-U', '39-U', '24-NGT-U', '31A-U']",Zone 3
440,UP,ruby hall,132A-U-06,18.53315,73.8780844,Active,Primary,"['133-U', '5A-U', '29-U', '236-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '169-U', '134-U', '132-U', '166-U']",Zone 3
441,UP,guruprasad bungalow,132A-U-07,18.5367760000001,73.8809539999997,Inactive,Secondary,"['133-U', '29-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '236-U', '134-U', '132-U', '166-U']",Zone 3
442,UP,bundgarden,132A-U-08,18.5409467,73.8835317,Inactive,Secondary,"['133-U', '29-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '236-U', '134-U', '132-U', '166-U']",Zone 3
443,UP,yerawada,132A-U-09,18.54537,73.88532,Inactive,Secondary,"['133-U', '29-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '236-U', '134-U', '132-U', '166-U']",Zone 3
444,UP,gunjan corner,132A-U-10,18.5460117,73.8890967,Inactive,Secondary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
445,UP,wadia bungalow,132A-U-11,18.5494217,73.8929867,Inactive,Secondary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
446,UP,shastrinagar nagar road,132A-U-12,18.552874,73.8981738,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
447,UP,ramwadi jakat naka,132A-U-13,18.5549351,73.9050007,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
448,UP,vadgaon sheri phata,132A-U-14,18.5589023,73.9118947,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
449,UP,vimannagar corner,132A-U-15,18.56059,73.91694,Active,Primary,"['133-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
450,UP,someshwar mandir,132A-U-16,18.560234,73.921345,Inactive,Secondary,"['132A-U', '132-U']",Zone 3
451,UP,somnathnagar,132A-U-17,18.55732,73.921345,Inactive,Secondary,"['132A-U', '132-U']",Zone 3
452,UP,karan park,132A-U-18,18.555112,73.920766,Active,Primary,"['132A-U', '132-U']",Zone 3
453,UP,tempo chowk,132A-U-19,18.550736,73.92103,Active,Primary,['132A-U'],Zone 3
454,UP,khardkarnagar,132A-U-20,18.5489,73.92124,Inactive,Secondary,['132A-U'],Zone 3
455,UP,dattamandir wadgaonsheri,132A-U-21,18.54651,73.92166,Inactive,Secondary,"['165-U', '132A-U']",Zone 3
456,UP,vadgaon sheri,132A-U-22,18.54278,73.92366,Inactive,Secondary,"['165-U', '132A-U']",Zone 3
457,DOWN,shubham society nagar road,132-D-01,18.554589,73.919462,Inactive,Secondary,['132-D'],Zone 3
458,DOWN,karan park,132-D-02,18.555067,73.920763,Active,Primary,"['132-D', '132A-D']",Zone 3
459,DOWN,somnathnagar,132-D-03,18.556796,73.921375,Active,Primary,"['132-D', '132A-D']",Zone 3
460,DOWN,someshwar mandir,132-D-04,18.559708,73.921204,Inactive,Secondary,"['132-D', '132A-D']",Zone 3
461,DOWN,vimannagar corner,132-D-05,18.561537,73.918181,Inactive,Secondary,"['133-D', '236-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
462,DOWN,vadgaon sheri phata,132-D-06,18.5590062,73.9130363,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
463,DOWN,ramwadi jakat naka,132-D-07,18.5549351,73.9050007,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
464,DOWN,shastrinagar nagar road,132-D-08,18.5526375,73.8981389,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
465,DOWN,wadia bungalow,132-D-09,18.5492462,73.8931932,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
466,DOWN,gunjan corner,132-D-10,18.5458388,73.8891369,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
467,DOWN,yerawada,132-D-11,18.5450261,73.8854525,Inactive,Secondary,"['133-D', '29-D', '236-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
468,DOWN,bundgarden,132-D-12,18.5408043,73.8836953,Active,Primary,"['133-D', '29-D', '236-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
469,DOWN,wadia college,132-D-13,18.53597,73.88039,Active,Primary,"['133-D', '169-D', '236-D', '29-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
470,DOWN,jahangir hospital,132-D-14,18.5314398,73.876413,Active,Primary,"['133-D', '29-D', '236-D', '165-D', '134-D', '132-D', '132A-D', '5A-D', '154-D', '163-D', '166-D']",Zone 3
471,DOWN,alankar talkies,132-D-15,18.5284583,73.87622,Active,Primary,"['133-D', '169-D', '236-D', '29-D', '165-D', '134-D', '158-D', '317B-D', '132-D', '132A-D', '5A-D', '154-D', '163-D', '166-D']",Zone 3
472,DOWN,incometax office,132-D-16,18.525427,73.876599,Inactive,Secondary,"['144-D', '236-D', '31A-D', '3-D', '132-D', '154-D', '169-D', '165-D', '39-D', '163-D', '5-D', '133-D', '29-D', '134-D', '92-D', '132A-D', '5A-D', '158-D', '166-D', '20-D']",Zone 3
473,DOWN,gpo,132-D-17,18.5230107,73.8762017,Active,Primary,"['144-D', '236-D', '31A-D', '3-D', '132-D', '203P-D', '154-D', '169-D', '165-D', '175-D', '39-D', '163-D', '5-D', '133-D', '29-D', '134-D', '196-D', '160-D', '92-D', '132A-D', '5A-D', '186-D', '203-NGT-D', '158-D', '168-D', '203-D', '177D-D', '166-D', '20-D']",Zone 3
474,DOWN,collector kacheri,132-D-18,18.5243533,73.871855,Active,Primary,"['144-D', '236-D', '31A-D', '3-D', '132-D', '169-D', '165-D', '175-D', '39-D', '163-D', '5-D', '133-D', '160-D', '92-D', '170A-D', '132A-D', '5A-D', '158-D', '168-D', '170-D', '166-D']",Zone 3
475,DOWN,ambedkar bhavan,132-D-19,18.5257933,73.867165,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D']",Zone 3
476,DOWN,gadital,132-D-20,18.5272579,73.8641161,Inactive,Secondary,"['133-D', '146-D', '169-D', '236-D', '165-D', '158-D', '168-D', '175-D', '160-D', '92-D', '132-D', '132A-D']",Zone 3
477,DOWN,kumbharwada,132-D-21,18.5246619,73.8587221,Active,Primary,"['133-D', '146-D', '169-D', '236-D', '165-D', '158-D', '168-D', '175-D', '160-D', '132-D', '132A-D']",Zone 3
478,DOWN,ma na pa dengle pul 2,132-D-22,18.5234094,73.8547111,Inactive,Secondary,"['133-D', '146-D', '236-D', '132-D', '132A-D']",Zone 3
479,UP,ma na pa dengle pul 2,132-U-01,18.52409,73.85551,Inactive,Secondary,"['133-U', '234-U', '132A-U', '236-U', '132-U']",Zone 3
480,UP,kumbharwada,132-U-02,18.5247764,73.8591414,Inactive,Secondary,"['133-U', '175-U', '158-U', '165-U', '168-U', '234-U', '158A(NEW)-U', '146-U', '132A-U', '160-U', '169-U', '132-U', '236-U']",Zone 3
481,UP,gadital,132-U-03,18.5271266,73.8645493,Active,Primary,"['133-U', '175-U', '158-U', '165-U', '168-U', '234-U', '158A(NEW)-U', '146-U', '92-U', '132A-U', '160-U', '169-U', '132-U', '236-U']",Zone 3
482,UP,sasoon hospital,132-U-04,18.5256417,73.8720465,Inactive,Secondary,"['3-U', '5-U', '132A-U', '132-U', '133-U', '29-U', '230-U', '20-U', '144-U', '141-U', '158-U', '165-U', '234-U', '92-U', '140-U', '236-U', '108-U', '5A-U', '144K-U', '158A(NEW)-U', '39-U', '24-NGT-U', '31A-U']",Zone 3
483,UP,pune station,132-U-05,18.5283433,73.8741367,Inactive,Secondary,"['154-U', '177K-U', '3-U', '5-U', '135-NGT-U', '132A-U', '132-U', '196-U', '133-U', '29-U', '203-U', '230-U', '20-U', '144-U', '134-U', '141-U', '170-U', '203-NGT-U', '203P-U', '177-U', '158-U', '165-U', '234-U', '92-U', '163-U', '140-U', '236-U', '166-U', '108-U', '5A-U', '144K-U', '146-U', '158A(NEW)-U', '39-U', '24-NGT-U', '31A-U']",Zone 3
484,UP,ruby hall,132-U-06,18.53315,73.8780844,Active,Primary,"['133-U', '5A-U', '29-U', '236-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '169-U', '134-U', '132-U', '166-U']",Zone 3
485,UP,guruprasad bungalow,132-U-07,18.5367760000001,73.8809539999997,Active,Primary,"['133-U', '29-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '236-U', '134-U', '132-U', '166-U']",Zone 3
486,UP,bundgarden,132-U-08,18.5409467,73.8835317,Active,Primary,"['133-U', '29-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '236-U', '134-U', '132-U', '166-U']",Zone 3
487,UP,yerawada,132-U-09,18.54537,73.88532,Inactive,Secondary,"['133-U', '29-U', '154-U', '158-U', '165-U', '234-U', '158A(NEW)-U', '135-NGT-U', '132A-U', '163-U', '236-U', '134-U', '132-U', '166-U']",Zone 3
488,UP,gunjan corner,132-U-10,18.5460117,73.8890967,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
489,UP,wadia bungalow,132-U-11,18.5494217,73.8929867,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
490,UP,shastrinagar nagar road,132-U-12,18.552874,73.8981738,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
491,UP,ramwadi jakat naka,132-U-13,18.5549351,73.9050007,Inactive,Secondary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
492,UP,vadgaon sheri phata,132-U-14,18.5589023,73.9118947,Active,Primary,"['133-U', '165-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
493,UP,vimannagar corner,132-U-15,18.56059,73.91694,Active,Primary,"['133-U', '234-U', '135-NGT-U', '132A-U', '163-U', '236-U', '132-U', '166-U']",Zone 3
494,UP,someshwar mandir,132-U-16,18.560234,73.921345,Active,Primary,"['132A-U', '132-U']",Zone 3
495,UP,somnathnagar,132-U-17,18.55732,73.921345,Inactive,Secondary,"['132A-U', '132-U']",Zone 3
496,UP,karan park,132-U-18,18.555112,73.920766,Inactive,Secondary,"['132A-U', '132-U']",Zone 3
497,UP,shubham society nagar road,132-U-19,18.554663,73.91947,Active,Primary,['132-U'],Zone 3
498,DOWN,anand park,133-D-01,18.55295,73.92517,Active,Primary,"['133-D', '88A-D']",Zone 3
499,DOWN,rahul video,133-D-02,18.555136,73.925523,Active,Primary,['133-D'],Zone 3
500,DOWN,shram safalya,133-D-03,18.5575470000003,73.9262290000001,Active,Primary,['133-D'],Zone 3
501,DOWN,sundrabai school,133-D-04,18.557697,73.928135,Active,Primary,['133-D'],Zone 3
502,DOWN,sunitanagar,133-D-05,18.559751,73.928007,Active,Primary,['133-D'],Zone 3
503,DOWN,panyachi taki chandannagar,133-D-06,18.56204,73.92798,Active,Primary,['133-D'],Zone 3
504,DOWN,tata guard room,133-D-07,18.5629083332996,73.9286366667,Active,Primary,['133-D'],Zone 3
505,DOWN,5 wa mile,133-D-08,18.5622654,73.9240875,Active,Primary,"['133-D', '163-D', '236-D']",Zone 3
506,DOWN,vimannagar corner,133-D-09,18.561537,73.918181,Inactive,Secondary,"['133-D', '236-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
507,DOWN,vadgaon sheri phata,133-D-10,18.5590062,73.9130363,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
508,DOWN,ramwadi jakat naka,133-D-11,18.5549351,73.9050007,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
509,DOWN,shastrinagar nagar road,133-D-12,18.5526375,73.8981389,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
510,DOWN,wadia bungalow,133-D-13,18.5492462,73.8931932,Inactive,Secondary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
511,DOWN,gunjan corner,133-D-14,18.5458388,73.8891369,Active,Primary,"['133-D', '236-D', '165-D', '132-D', '132A-D', '163-D', '166-D']",Zone 3
512,DOWN,yerawada,133-D-15,18.5450261,73.8854525,Inactive,Secondary,"['133-D', '29-D', '236-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
513,DOWN,bundgarden,133-D-16,18.5408043,73.8836953,Inactive,Secondary,"['133-D', '29-D', '236-D', '165-D', '134-D', '158-D', '132-D', '132A-D', '154-D', '163-D', '166-D']",Zone 3
