ID,Direction,StopName,StopCode,Latitude,Longitude,Status,StopType,Routes,Zone
1,UP,sutardara,108-U-00,18.5155048,73.8077927,Inactive,Secondary,['108-U'],Zone 1
2,UP,shivtirthnagar,108-U-01,18.5123783,73.8064317,Active,Primary,['108-U'],Zone 1
3,UP,shivtirthnagar corner,108-U-02,18.5086,73.8091167,Active,Primary,['108-U'],Zone 1
4,UP,jai bhavaninagar,108-U-03,18.5092933,73.8114659,Active,Primary,"['279B-U', '112-U', '108-U']",Zone 1
5,UP,anandnagar kothrud,108-U-04,18.5096932,73.8144989,Inactive,Secondary,"['279B-U', '112-U', '108-U']",Zone 1
6,UP,ideal colony,108-U-05,18.5108469,73.8174918,Inactive,Secondary,"['279B-U', '112-U', '108-U']",Zone 1
7,UP,more vidyalay,108-U-06,18.5103709,73.8206234,Active,Primary,"['279B-U', '112-U', '108-U']",Zone 1
8,UP,paud phata,108-U-07,18.5060507,73.8261713,Active,Primary,"['279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
9,UP,sndt college,108-U-08,18.5073011,73.8285106,Inactive,Secondary,"['279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
10,UP,nal stop,108-U-09,18.5090199,73.8319626,Active,Primary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
11,UP,sonal hall,108-U-10,18.5104522,73.8349594,Active,Primary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
12,UP,garware college,108-U-11,18.5124238,73.8387158,Active,Primary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
13,UP,deccan corner,108-U-12,18.5135317,73.8413717,Inactive,Secondary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
14,UP,alka talkies,108-U-13,18.5131713,73.8447211,Active,Primary,['108-U'],Zone 1
15,UP,mati ganpati,108-U-14,18.51588,73.847115,Inactive,Secondary,['108-U'],Zone 1
16,UP,kesariwada,108-U-15,18.5162277,73.8488617,Active,Primary,['108-U'],Zone 1
17,UP,appa balawant chowk,108-U-16,18.5155197,73.8537527,Active,Primary,"['13-U', '297-U', '2A-U', '2G-U', '113-U', '13L-U', '2-NGT-U', '144-U', '2-U', '144K-U', '38-U', '33A-U', '2B-U', '37-U', '21A-U', '108-U']",Zone 1
18,UP,dakshinmukhi maruti,108-U-17,18.5181817,73.8539017,Active,Primary,"['13-U', '297-U', '2A-U', '2G-U', '113-U', '13L-U', '2-NGT-U', '144-U', '2-U', '144K-U', '38-U', '33A-U', '2B-U', '37-U', '21A-U', '108-U']",Zone 1
19,UP,shaniwarwada,108-U-18,18.5195539,73.8544723,Active,Primary,"['13-U', '297-U', '2A-U', '2G-U', '3-U', '113-U', '13L-U', '2-NGT-U', '144-U', '2-U', '144K-U', '38-U', '33A-U', '2B-U', '37-U', '21A-U', '108-U']",Zone 2
20,UP,jijamatabaug,108-U-19,18.5187798,73.8583326,Active,Primary,"['144-U', '144K-U', '3-U', '108-U']",Zone 2
21,UP,phadke haud,108-U-20,18.5188961,73.8602295,Inactive,Secondary,"['144-U', '144K-U', '108-U']",Zone 2
22,UP,apollo talkies,108-U-21,18.5202669,73.8644849,Inactive,Secondary,"['144-U', '144K-U', '108-U']",Zone 2
23,UP,15 august chowk,108-U-22,18.5224337,73.8666206,Active,Primary,"['3-U', '31A-U', '108-U']",Zone 3
24,UP,sasoon hospital,108-U-23,18.5256417,73.8720465,Active,Primary,"['3-U', '5-U', '132A-U', '132-U', '133-U', '29-U', '230-U', '20-U', '144-U', '141-U', '158-U', '165-U', '234-U', '92-U', '140-U', '236-U', '108-U', '5A-U', '144K-U', '158A(NEW)-U', '39-U', '24-NGT-U', '31A-U']",Zone 3
25,UP,pune station,108-U-24,18.5283433,73.8741367,Inactive,Secondary,"['154-U', '177K-U', '3-U', '5-U', '135-NGT-U', '132A-U', '132-U', '196-U', '133-U', '29-U', '203-U', '230-U', '20-U', '144-U', '134-U', '141-U', '170-U', '203-NGT-U', '203P-U', '177-U', '158-U', '165-U', '234-U', '92-U', '163-U', '140-U', '236-U', '166-U', '108-U', '5A-U', '144K-U', '146-U', '158A(NEW)-U', '39-U', '24-NGT-U', '31A-U']",Zone 3
26,DOWN,mandai stand,112-D-00,18.5133217,73.8559283,Active,Primary,"['144-D', '216A-D', '56-D', '40-D', '112-D', '55-D', '216C-D']",Zone 2
27,DOWN,common wealth,112-D-01,18.5145373,73.8539144,Active,Primary,"['144-D', '56-D', '40-D', '112-D', '55-D']",Zone 1
28,DOWN,gokhale hall,112-D-02,18.5141633,73.8497467,Active,Primary,"['144-D', '3-D', '56-D', '40-D', '112-D', '55-D']",Zone 1
29,DOWN,vijay talkies,112-D-03,18.5137717,73.8467217,Inactive,Secondary,"['144-D', '56-D', '40-D', '112-D', '55-D']",Zone 1
30,DOWN,kulkarni petrol pump,112-D-04,18.5130767,73.8445283,Active,Primary,"['144-D', '117E-D', '58A-D', '56-D', '40-D', '112-D', '55-D', '58-D', '59-D']",Zone 1
31,DOWN,deccan corner,112-D-05,18.5139549,73.8418531,Active,Primary,"['144-D', '40-D', '112-D', '280-D', '92-D', '80-D', '91-D', '82A-D']",Zone 1
32,DOWN,garware college,112-D-06,18.5121122,73.8384033,Inactive,Secondary,"['144-D', '40-D', '112-D', '280-D', '92-D', '80-D', '91-D', '82A-D']",Zone 1
33,DOWN,sonal hall,112-D-07,18.5104046,73.8348541,Active,Primary,"['144-D', '40-D', '112-D', '280-D', '92-D', '80-D', '91-D', '82A-D']",Zone 1
34,DOWN,nal stop,112-D-08,18.5088951,73.8320178,Active,Primary,"['144-D', '40-D', '112-D', '280-D', '92-D', '80-D', '91-D', '82A-D']",Zone 1
35,DOWN,sndt college,112-D-09,18.5072284,73.8283286,Active,Primary,"['144-D', '112-D', '280-D', '92-D', '80-D', '91-D', '82A-D']",Zone 1
36,DOWN,paud phata,112-D-10,18.5054224,73.8242946,Inactive,Secondary,"['144-D', '112-D', '280-D', '92-D', '80-D', '91-D', '82A-D']",Zone 1
37,DOWN,more vidyalay,112-D-11,18.5104604,73.8198348,Active,Primary,['112-D'],Zone 1
38,DOWN,ideal colony,112-D-12,18.5101695,73.8171606,Active,Primary,['112-D'],Zone 1
39,DOWN,anandnagar kothrud,112-D-13,18.5096461,73.8144962,Active,Primary,['112-D'],Zone 1
40,DOWN,jai bhavaninagar,112-D-14,18.5093329,73.8119083,Inactive,Secondary,['112-D'],Zone 1
41,DOWN,pratiknagar,112-D-15,18.5082233,73.8098417,Active,Primary,['112-D'],Zone 1
42,DOWN,vanaj corner,112-D-16,18.5075068,73.8079379,Active,Primary,['112-D'],Zone 1
43,DOWN,vanaj company,112-D-17,18.5070585,73.8042388,Active,Primary,['112-D'],Zone 1
44,DOWN,kachara depot kothrud,112-D-18,18.5074783,73.7997109,Inactive,Secondary,['112-D'],Zone 1
45,DOWN,bharatinagar,112-D-19,18.5077877,73.7967606,Active,Primary,['112-D'],Zone 1
46,DOWN,kothrud depot,112-D-20,18.5078863,73.7948084,Active,Primary,['112-D'],Zone 1
47,UP,kothrud depot,112-U-00,18.5073552,73.7946514,Inactive,Secondary,"['279B-U', '112-U', '79B-U']",Zone 1
48,UP,bharatinagar,112-U-01,18.5078883,73.797085,Active,Primary,"['279B-U', '112-U']",Zone 1
49,UP,kachara depot kothrud,112-U-02,18.5076156,73.7993148,Active,Primary,"['279B-U', '112-U']",Zone 1
50,UP,vanaj company,112-U-03,18.5071133,73.8039,Active,Primary,"['279B-U', '112-U']",Zone 1
51,UP,vanaj corner,112-U-04,18.5075317,73.8077505,Inactive,Secondary,"['279B-U', '112-U']",Zone 1
52,UP,pratiknagar,112-U-05,18.5084255,73.8101906,Active,Primary,"['279B-U', '112-U']",Zone 1
53,UP,jai bhavaninagar,112-U-06,18.5095314,73.8124273,Active,Primary,"['279B-U', '112-U', '108-U']",Zone 1
54,UP,anandnagar kothrud,112-U-07,18.5097886,73.814798,Inactive,Secondary,"['279B-U', '112-U', '108-U']",Zone 1
55,UP,ideal colony,112-U-08,18.5108469,73.8174918,Active,Primary,"['279B-U', '112-U', '108-U']",Zone 1
56,UP,more vidyalay,112-U-09,18.5107924,73.8198654,Inactive,Secondary,"['279B-U', '112-U', '108-U']",Zone 1
57,UP,paud phata,112-U-10,18.5060507,73.8261713,Active,Primary,"['279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
58,UP,sndt college,112-U-11,18.5073011,73.8285106,Inactive,Secondary,"['279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
59,UP,nal stop,112-U-12,18.5090199,73.8319626,Inactive,Secondary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
60,UP,sonal hall,112-U-13,18.5104522,73.8349594,Inactive,Secondary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
61,UP,garware college,112-U-14,18.5124238,73.8387158,Active,Primary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
62,UP,deccan corner,112-U-15,18.5135317,73.8413717,Inactive,Secondary,"['40-U', '279B-U', '144-U', '91-U', '144K-U', '92-U', '112-U', '108-U', '82A-U', '280-U']",Zone 1
63,UP,kulkarni petrol pump,112-U-16,18.5129553,73.8437201,Active,Primary,"['40-U', '55-U', '144-U', '144K-U', '112-U', '58-U', '59-U', '56-U', '58A-U']",Zone 1
64,UP,chitrashala,112-U-17,18.5128994,73.844902,Active,Primary,"['40-U', '55-U', '144-U', '144K-U', '112-U', '56-U']",Zone 1
65,UP,sadashiv peth haud,112-U-18,18.5135667,73.8506333,Active,Primary,"['40-U', '55-U', '144-U', '144K-U', '112-U', '56-U']",Zone 1
66,UP,vishrambaugwada,112-U-19,18.5135992,73.8524298,Active,Primary,"['40-U', '55-U', '144-U', '144K-U', '112-U', '56-U']",Zone 1
67,UP,mandai stand,112-U-20,18.5133217,73.8559283,Inactive,Secondary,"['216A-U', '40-U', '55-U', '216C-U', '112-U', '56-U']",Zone 2
68,UP,appa balawant chowk,113-U-00,18.5155197,73.8537527,Inactive,Secondary,"['13-U', '297-U', '2A-U', '2G-U', '113-U', '13L-U', '2-NGT-U', '144-U', '2-U', '144K-U', '38-U', '33A-U', '2B-U', '37-U', '21A-U', '108-U']",Zone 1
69,UP,dakshinmukhi maruti,113-U-01,18.5181817,73.8539017,Active,Primary,"['13-U', '297-U', '2A-U', '2G-U', '113-U', '13L-U', '2-NGT-U', '144-U', '2-U', '144K-U', '38-U', '33A-U', '2B-U', '37-U', '21A-U', '108-U']",Zone 1
70,UP,shaniwarwada,113-U-02,18.5195539,73.8544723,Inactive,Secondary,"['13-U', '297-U', '2A-U', '2G-U', '3-U', '113-U', '13L-U', '2-NGT-U', '144-U', '2-U', '144K-U', '38-U', '33A-U', '2B-U', '37-U', '21A-U', '108-U']",Zone 2
71,UP,ma na pa nava pul,113-U-03,18.52391,73.85407,Inactive,Secondary,"['13-U', '2A-U', '297-U', '2G-U', '113-U', '13L-U', '2-NGT-U', '2-U', '38-U', '33A-U', '2B-U', '21A-U', '37-U']",Zone 3
72,UP,shivaji maharaj putla,113-U-04,18.5263090000003,73.8528660000003,Active,Primary,"['13-U', '297-U', '2A-U', '2G-U', '256-U', '113-U', '13L-U', '2-NGT-U', '2-U', '114-U', '256S-U', '38-U', '33A-U', '256B-U', '2B-U', '21A-U', '116-U', '37-U']",Zone 4
73,UP,simla office,113-U-05,18.5303059,73.8490982,Active,Primary,"['2A-U', '114-U', '2B-U', '116-U', '37-U', '2G-U', '27-U', '2-NGT-U', '256S-U', '38-U', '26-U', '13-U', '297-U', '113-U', '92-U', '33A-U', '256B-U', '256-U', '13L-U', '2-U']",Zone 4
74,UP,mhasoba gate,113-U-06,18.5323496,73.8424043,Inactive,Secondary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
75,UP,pumping station,113-U-07,18.5330589,73.841372,Inactive,Secondary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
76,UP,mafatlal bungalow,113-U-08,18.5373517,73.8353217,Inactive,Secondary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
77,UP,rangehills corner,113-U-09,18.5390167,73.8332133,Inactive,Secondary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
78,UP,pune vidhyapeeth gate aundh road,113-U-10,18.543632,73.827019,Active,Primary,['113-U'],Zone 4
79,UP,bal kalyan sanstha,113-U-11,18.5488205,73.8233012,Inactive,Secondary,['113-U'],Zone 4
80,UP,gol market aundh road,113-U-12,18.5512417,73.8215233,Active,Primary,['113-U'],Zone 4
81,UP,kasturba gandhi vasahat,113-U-13,18.5551167,73.8187667,Active,Primary,['113-U'],Zone 4
82,UP,sindh colony aundh road,113-U-14,18.5564767,73.817735,Active,Primary,['113-U'],Zone 4
83,UP,bremen chowk,113-U-15,18.5606518,73.8146177,Inactive,Secondary,['113-U'],Zone 4
84,UP,bodygate,113-U-16,18.5632839,73.8131256,Inactive,Secondary,['113-U'],Zone 4
85,UP,aundhgaon,113-U-17,18.5655717,73.8121733,Active,Primary,['113-U'],Zone 4
86,UP,sangvi phata,113-U-18,18.5727234,73.8071747,Active,Primary,['113-U'],Zone 4
87,UP,br gholap vidyalay,113-U-19,18.57571,73.81048,Active,Primary,['113-U'],Zone 4
88,UP,navi sangvi,113-U-20,18.5762787,73.812233,Inactive,Secondary,['113-U'],Zone 4
89,UP,panyachi taki navi sangvi,113-U-21,18.57542,73.8149,Inactive,Secondary,['113-U'],Zone 4
90,UP,pwd colony,113-U-22,18.57547,73.81616,Inactive,Secondary,['113-U'],Zone 4
91,UP,makan hospital,113-U-23,18.5754244,73.8220506,Inactive,Secondary,['113-U'],Zone 4
92,UP,chandramaninagar,113-U-24,18.57481,73.82372,Active,Primary,['113-U'],Zone 4
93,UP,vasantdada putala sangvi,113-U-25,18.57566,73.82606,Active,Primary,['113-U'],Zone 4
94,DOWN,mhalungegaon,114-D-00,18.5745432,73.755315,Active,Primary,['114-D'],Zone 4
95,DOWN,mhalunge stadium gate,114-D-01,18.5712483,73.7607333,Active,Primary,['114-D'],Zone 4
96,DOWN,mhalunge corner,114-D-02,18.5694818,73.7652561,Inactive,Secondary,['114-D'],Zone 4
97,DOWN,insurance company,114-D-03,18.5661817,73.7711467,Active,Primary,['114-D'],Zone 4
98,DOWN,samadhi mandir,114-D-04,18.56534,73.77331,Active,Primary,['114-D'],Zone 4
99,DOWN,kalamkarvasti,114-D-05,18.5642433,73.7773452,Active,Primary,"['114-D', '256B-D']",Zone 4
100,DOWN,balewadi phata,114-D-06,18.5636418,73.7827729,Inactive,Secondary,"['256-D', '114-D', '256B-D']",Zone 4
101,DOWN,banergaon odha,114-D-07,18.5621783,73.7840833,Active,Primary,"['256-D', '114-D', '256B-D']",Zone 4
102,DOWN,banergaon,114-D-08,18.561635,73.7857467,Active,Primary,"['256-D', '114-D']",Zone 4
103,DOWN,murkutevasti,114-D-09,18.5583817,73.7923833,Inactive,Secondary,"['256-D', '114-D', '256B-D']",Zone 4
104,DOWN,ambedkarnagar baner,114-D-10,18.5551878,73.7958653,Active,Primary,"['256-D', '114-D', '256B-D']",Zone 4
105,DOWN,trimurti bungalow,114-D-11,18.5548801,73.8004813,Inactive,Secondary,"['256-D', '114-D', '256B-D']",Zone 4
106,DOWN,green park,114-D-12,18.5521451,73.8038808,Inactive,Secondary,"['256-D', '114-D', '256B-D']",Zone 4
107,DOWN,someshwarwadi phata,114-D-13,18.550755,73.8055267,Inactive,Secondary,"['256-D', '114-D', '256S-D', '256B-D']",Zone 4
108,DOWN,baner phata,114-D-14,18.5502099,73.8091414,Active,Primary,"['256-D', '256S-D', '256B-D', '88A-D', '114-D']",Zone 4
109,DOWN,sindh colony baner road,114-D-15,18.5484608,73.8136514,Active,Primary,"['256-D', '256S-D', '256B-D', '88A-D', '114-D']",Zone 4
110,DOWN,sakalnagar,114-D-16,18.546465,73.8195217,Inactive,Secondary,"['256-D', '256S-D', '256B-D', '88A-D', '114-D']",Zone 4
111,DOWN,chavannagar,114-D-17,18.5444255,73.8239707,Inactive,Secondary,"['256-D', '256S-D', '256B-D', '88A-D', '114-D']",Zone 4
112,DOWN,pune vidhyapeeth gate,114-D-18,18.54145,73.83016,Active,Primary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '93-D']",Zone 4
113,DOWN,e square,114-D-19,18.5380033,73.8347417,Inactive,Secondary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
114,DOWN,pumping station,114-D-20,18.5329668,73.8417364,Active,Primary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
115,DOWN,mhasoba gate,114-D-21,18.5324048,73.8425476,Active,Primary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
116,DOWN,simla office,114-D-22,18.5304233,73.8492683,Inactive,Secondary,"['146-D', '256-D', '256S-D', '87C-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
117,DOWN,coep hostel,114-D-23,18.5285928,73.8523147,Active,Primary,"['256S-D', '2-D', '13L-D', '146-D', '256-D', '21A-D', '38-D', '26-D', '87C-D', '2A-D', '37-D', '92-D', '114-D', '88A-D', '13-D', '33A-D', '93-D', '87-D', '2B-D', '297-D', '256B-D', '2-NGT-D', '116-D']",Zone 4
118,DOWN,shivaji maharaj putla,114-D-24,18.5259559999997,73.8536220000001,Inactive,Secondary,"['38-D', '87-D', '87C-D', '2A-D', '37-D', '2B-D', '297-D', '2-NGT-D', '2-D', '92-D', '114-D', '21A-D', '13L-D', '88A-D', '116-D', '13-D', '33A-D', '93-D']",Zone 4
119,DOWN,ma na pa nadikathi,114-D-25,18.52299,73.85397,Active,Primary,"['256-D', '256S-D', '256B-D', '114-D', '116-D']",Zone 3
120,UP,ma na pa nadikathi,114-U-00,18.52299,73.85397,Inactive,Secondary,"['256-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 3
121,UP,shivaji maharaj putla,114-U-01,18.5263090000003,73.8528660000003,Inactive,Secondary,"['13-U', '297-U', '2A-U', '2G-U', '256-U', '113-U', '13L-U', '2-NGT-U', '2-U', '114-U', '256S-U', '38-U', '33A-U', '256B-U', '2B-U', '21A-U', '116-U', '37-U']",Zone 4
122,UP,simla office,114-U-02,18.5303059,73.8490982,Active,Primary,"['2A-U', '114-U', '2B-U', '116-U', '37-U', '2G-U', '27-U', '2-NGT-U', '256S-U', '38-U', '26-U', '13-U', '297-U', '113-U', '92-U', '33A-U', '256B-U', '256-U', '13L-U', '2-U']",Zone 4
123,UP,mhasoba gate,114-U-03,18.5323496,73.8424043,Active,Primary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
124,UP,pumping station,114-U-04,18.5330589,73.841372,Inactive,Secondary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
125,UP,mafatlal bungalow,114-U-05,18.53754,73.83516,Inactive,Secondary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
126,UP,rangehills corner,114-U-06,18.5390167,73.8332133,Active,Primary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
127,UP,pune vidhyapeeth gate baner road,114-U-07,18.5414089,73.8295727,Inactive,Secondary,"['114-U', '256-U', '256B-U', '256S-U']",Zone 4
128,UP,chavannagar,114-U-08,18.545,73.823025,Inactive,Secondary,"['114-U', '256-U', '256B-U', '256S-U']",Zone 4
129,UP,sakalnagar,114-U-09,18.5462157,73.8197577,Active,Primary,"['114-U', '256-U', '256B-U', '256S-U']",Zone 4
130,UP,sindh colony baner road,114-U-10,18.548295,73.813825,Inactive,Secondary,"['114-U', '256-U', '256B-U', '256S-U']",Zone 4
131,UP,baner phata,114-U-11,18.5499183,73.8097633,Active,Primary,"['114-U', '256-U', '256B-U', '256S-U']",Zone 4
132,UP,someshwarwadi phata,114-U-12,18.5507826,73.8055317,Active,Primary,"['114-U', '256-U', '256B-U', '256S-U']",Zone 4
133,UP,green park,114-U-13,18.5520265,73.803746,Active,Primary,"['114-U', '256-U', '256B-U']",Zone 4
134,UP,trimurti bungalow,114-U-14,18.5546133,73.800955,Inactive,Secondary,"['114-U', '256-U', '256B-U']",Zone 4
135,UP,ambedkarnagar baner,114-U-15,18.55514,73.7957183,Active,Primary,"['114-U', '256-U', '256B-U']",Zone 4
136,UP,murkutevasti,114-U-16,18.558435,73.792025,Active,Primary,"['114-U', '256-U', '256B-U']",Zone 4
137,UP,banergaon,114-U-17,18.56154,73.7855933,Inactive,Secondary,"['114-U', '256-U']",Zone 4
138,UP,banergaon odha,114-U-18,18.56196,73.7841817,Inactive,Secondary,"['114-U', '256-U', '256B-U']",Zone 4
139,UP,balewadi phata,114-U-19,18.5632083,73.78318,Inactive,Secondary,"['114-U', '256-U', '256B-U']",Zone 4
140,UP,kalamkarvasti,114-U-20,18.5642983,73.7759,Inactive,Secondary,"['114-U', '256B-U']",Zone 4
141,UP,samadhi mandir,114-U-21,18.56517,73.7732833,Inactive,Secondary,['114-U'],Zone 4
142,UP,insurance company,114-U-22,18.5662177,73.7711627,Inactive,Secondary,['114-U'],Zone 4
143,UP,mhalunge corner,114-U-23,18.5685095,73.7671759,Active,Primary,['114-U'],Zone 4
144,UP,mhalunge stadium gate,114-U-24,18.5711933,73.7607467,Inactive,Secondary,['114-U'],Zone 4
145,UP,mhalungegaon,114-U-25,18.57443,73.7553433,Inactive,Secondary,['114-U'],Zone 4
146,DOWN,khadki bazar,116-D-00,18.5663131,73.8484652,Inactive,Secondary,['116-D'],Zone 4
147,DOWN,alegaonkar shala,116-D-01,18.5679025,73.845611,Inactive,Secondary,['116-D'],Zone 4
148,DOWN,manajibaug,116-D-02,18.5697393,73.8418218,Active,Primary,['116-D'],Zone 4
149,DOWN,bopodigaon,116-D-03,18.5715766,73.8378972,Inactive,Secondary,['116-D'],Zone 4
150,DOWN,chhajed petrol pump,116-D-04,18.5729442,73.8345354,Active,Primary,['116-D'],Zone 4
151,DOWN,bhau patil chowk,116-D-05,18.56602,73.83141,Inactive,Secondary,['116-D'],Zone 4
152,DOWN,dr sayyad dawakhana,116-D-06,18.5627367,73.8282567,Active,Primary,['116-D'],Zone 4
153,DOWN,40 aundh road,116-D-07,18.5624955,73.8327629,Active,Primary,['116-D'],Zone 4
154,DOWN,lic colony,116-D-08,18.5624243,73.8335646,Active,Primary,['116-D'],Zone 4
155,DOWN,khadki station,116-D-09,18.56182,73.84073,Active,Primary,"['317B-D', '116-D']",Zone 4
156,DOWN,balbhavan,116-D-10,18.5585567,73.8396683,Active,Primary,['116-D'],Zone 4
157,DOWN,military hospital rangehills,116-D-11,18.5570267,73.839695,Inactive,Secondary,['116-D'],Zone 4
158,DOWN,mutton market rangehills,116-D-12,18.55502,73.84324,Inactive,Secondary,['116-D'],Zone 4
159,DOWN,rangehills post office,116-D-13,18.5516446,73.8433597,Inactive,Secondary,['116-D'],Zone 4
160,DOWN,rangehills h type,116-D-14,18.5491555,73.8433787,Inactive,Secondary,['116-D'],Zone 4
161,DOWN,rangehills circle 2,116-D-15,18.5449238,73.8434504,Active,Primary,['116-D'],Zone 4
162,DOWN,rangehills circle 1,116-D-16,18.5449244,73.8396934,Active,Primary,['116-D'],Zone 4
163,DOWN,ashoknagar rangehills,116-D-17,18.5418676,73.8374789,Active,Primary,['116-D'],Zone 4
164,DOWN,yashwantnagar rangehills,116-D-18,18.5410252,73.8365573,Active,Primary,['116-D'],Zone 4
165,DOWN,e square,116-D-19,18.5378954,73.8350554,Active,Primary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
166,DOWN,pumping station,116-D-20,18.5329668,73.8417364,Inactive,Secondary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
167,DOWN,mhasoba gate,116-D-21,18.5324048,73.8425476,Active,Primary,"['87C-D', '256-D', '256S-D', '87-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
168,DOWN,simla office,116-D-22,18.5304233,73.8492683,Active,Primary,"['146-D', '256-D', '256S-D', '87C-D', '256B-D', '114-D', '88A-D', '116-D', '93-D']",Zone 4
169,DOWN,coep hostel,116-D-23,18.5285928,73.8523147,Inactive,Secondary,"['256S-D', '2-D', '13L-D', '146-D', '256-D', '21A-D', '38-D', '26-D', '87C-D', '2A-D', '37-D', '92-D', '114-D', '88A-D', '13-D', '33A-D', '93-D', '87-D', '2B-D', '297-D', '256B-D', '2-NGT-D', '116-D']",Zone 4
170,DOWN,shivaji maharaj putla,116-D-24,18.5259559999997,73.8536220000001,Inactive,Secondary,"['38-D', '87-D', '87C-D', '2A-D', '37-D', '2B-D', '297-D', '2-NGT-D', '2-D', '92-D', '114-D', '21A-D', '13L-D', '88A-D', '116-D', '13-D', '33A-D', '93-D']",Zone 4
171,DOWN,ma na pa nadikathi,116-D-25,18.52299,73.85397,Active,Primary,"['256-D', '256S-D', '256B-D', '114-D', '116-D']",Zone 3
172,UP,ma na pa nadikathi,116-U-00,18.52299,73.85397,Inactive,Secondary,"['256-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 3
173,UP,shivaji maharaj putla,116-U-01,18.5263090000003,73.8528660000003,Inactive,Secondary,"['13-U', '297-U', '2A-U', '2G-U', '256-U', '113-U', '13L-U', '2-NGT-U', '2-U', '114-U', '256S-U', '38-U', '33A-U', '256B-U', '2B-U', '21A-U', '116-U', '37-U']",Zone 4
174,UP,simla office,116-U-02,18.5303059,73.8490982,Inactive,Secondary,"['2A-U', '114-U', '2B-U', '116-U', '37-U', '2G-U', '27-U', '2-NGT-U', '256S-U', '38-U', '26-U', '13-U', '297-U', '113-U', '92-U', '33A-U', '256B-U', '256-U', '13L-U', '2-U']",Zone 4
175,UP,mhasoba gate,116-U-03,18.5323496,73.8424043,Active,Primary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
176,UP,pumping station,116-U-04,18.5330589,73.841372,Active,Primary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
177,UP,mafatlal bungalow,116-U-05,18.5364042,73.836529,Active,Primary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
178,UP,rangehills corner,116-U-06,18.5390167,73.8332133,Active,Primary,"['256-U', '113-U', '114-U', '256S-U', '256B-U', '116-U']",Zone 4
179,UP,yashwantnagar rangehills,116-U-07,18.5411752,73.8366351,Active,Primary,['116-U'],Zone 4
180,UP,ashoknagar rangehills,116-U-08,18.5418625,73.8374252,Inactive,Secondary,['116-U'],Zone 4
181,UP,rangehills circle 1,116-U-09,18.54496,73.83968,Inactive,Secondary,['116-U'],Zone 4
182,UP,rangehills circle 2,116-U-10,18.5451323,73.8433713,Active,Primary,['116-U'],Zone 4
183,UP,rangehills h type,116-U-11,18.5491835,73.8432071,Inactive,Secondary,['116-U'],Zone 4
